batch_id,product_id,store_id,batch_number,received_date,manufacturing_date,expiry_date,initial_quantity,remaining_quantity,unit_cost,status
BATCH-000470,P0088,S02,P0088-S02-CURRENT,2025-12-31,2025-12-27,2026-02-10,297,297,14.71,active
BATCH-000471,P0088,S02,P0088-S02-HIST,2025-01-01,2024-12-28,2025-02-11,235,0,14.71,depleted
BATCH-000472,P0089,S02,P0089-S02-CURRENT,2025-12-31,2025-12-27,2026-02-10,195,195,11.66,active
BATCH-000473,P0089,S02,P0089-S02-HIST,2025-01-01,2024-12-28,2025-02-11,193,0,11.66,depleted
BATCH-000474,P0090,S02,P0090-S02-CURRENT,2025-12-31,2025-12-24,2026-03-24,262,262,12.09,active
BATCH-000475,P0090,S02,P0090-S02-HIST,2025-01-01,2024-12-25,2025-03-25,324,0,12.09,depleted
BATCH-000476,P0091,S02,P0091-S02-CURRENT,2025-12-31,2025-12-28,2026-01-27,63,63,24.15,active
BATCH-000477,P0091,S02,P0091-S02-HIST,2025-01-01,2024-12-29,2025-01-28,129,0,24.15,depleted
BATCH-000478,P0092,S02,P0092-S02-CURRENT,2025-12-31,2025-12-25,2026-02-23,343,343,24.26,active
BATCH-000479,P0092,S02,P0092-S02-HIST,2025-01-01,2024-12-26,2025-02-24,218,0,24.26,depleted
BATCH-000480,P0093,S02,P0093-S02-CURRENT,2025-12-31,2025-12-25,2026-02-23,46,46,21.55,active
BATCH-000481,P0093,S02,P0093-S02-HIST,2025-01-01,2024-12-26,2025-02-24,54,0,21.55,depleted
BATCH-000482,P0094,S02,P0094-S02-CURRENT,2025-12-31,2025-12-24,2026-12-24,46,46,2.71,active
BATCH-000483,P0094,S02,P0094-S02-HIST,2025-01-01,2024-12-25,2025-12-25,73,0,2.71,depleted
BATCH-000484,P0095,S02,P0095-S02-CURRENT,2025-12-31,2025-12-27,2026-02-10,138,138,7.69,active
BATCH-000485,P0095,S02,P0095-S02-HIST,2025-01-01,2024-12-28,2025-02-11,207,0,7.69,depleted
BATCH-000486,P0096,S02,P0096-S02-CURRENT,2025-12-31,2025-12-27,2026-02-10,88,88,21.84,active
BATCH-000487,P0096,S02,P0096-S02-HIST,2025-01-01,2024-12-28,2025-02-11,77,0,21.84,depleted
BATCH-000488,P0097,S02,P0097-S02-CURRENT,2025-12-31,2025-12-24,2026-03-24,75,75,16.84,active
BATCH-000489,P0097,S02,P0097-S02-HIST,2025-01-01,2024-12-25,2025-03-25,238,0,16.84,depleted
BATCH-000490,P0098,S02,P0098-S02-CURRENT,2025-12-31,2025-12-24,2026-12-24,161,161,7.83,active
BATCH-000491,P0098,S02,P0098-S02-HIST,2025-01-01,2024-12-25,2025-12-25,224,0,7.83,depleted
BATCH-000492,P0099,S02,P0099-S02-CURRENT,2025-12-31,2025-12-24,2026-06-22,142,142,6.31,active
BATCH-000493,P0099,S02,P0099-S02-HIST,2025-01-01,2024-12-25,2025-06-23,152,0,6.31,depleted
BATCH-000494,P0100,S02,P0100-S02-CURRENT,2025-12-31,2025-12-24,2026-12-24,300,300,14.37,active
BATCH-000495,P0100,S02,P0100-S02-HIST,2025-01-01,2024-12-25,2025-12-25,328,0,14.37,depleted
BATCH-000496,P0101,S02,P0101-S02-CURRENT,2025-12-31,2025-12-24,2026-06-23,18,18,79.05,active
BATCH-000497,P0101,S02,P0101-S02-HIST,2025-01-01,2024-12-25,2025-06-24,108,0,79.05,depleted
BATCH-000498,P0102,S02,P0102-S02-CURRENT,2025-12-31,2025-12-24,2026-06-23,206,206,137.12,active
BATCH-000499,P0102,S02,P0102-S02-HIST,2025-01-01,2024-12-25,2025-06-24,155,0,137.12,depleted
BATCH-000500,P0103,S02,P0103-S02-CURRENT,2025-12-31,2025-12-30,2026-01-12,43,43,78.53,near_expiry
BATCH-000501,P0103,S02,P0103-S02-HIST,2025-01-01,2024-12-31,2025-01-13,57,0,78.53,depleted
BATCH-000502,P0104,S02,P0104-S02-CURRENT,2025-12-31,2025-12-30,2026-01-13,121,121,323.55,near_expiry
BATCH-000503,P0104,S02,P0104-S02-HIST,2025-01-01,2024-12-31,2025-01-14,285,0,323.55,depleted
BATCH-000504,P0105,S02,P0105-S02-CURRENT,2025-12-31,2025-12-30,2026-01-10,11,11,190.0,near_expiry
BATCH-000505,P0105,S02,P0105-S02-HIST,2025-01-01,2024-12-31,2025-01-11,138,0,190.0,depleted
BATCH-000506,P0106,S02,P0106-S02-CURRENT,2025-12-31,2025-12-30,2026-01-07,57,57,111.71,near_expiry
BATCH-000507,P0106,S02,P0106-S02-HIST,2025-01-01,2024-12-31,2025-01-08,114,0,111.71,depleted
BATCH-000508,P0107,S02,P0107-S02-CURRENT,2025-12-31,2025-12-24,2026-12-30,71,71,162.2,active
BATCH-000509,P0107,S02,P0107-S02-HIST,2025-01-01,2024-12-25,2025-12-31,204,0,162.2,depleted
BATCH-000510,P0108,S02,P0108-S02-CURRENT,2025-12-31,2025-12-24,2026-12-26,42,42,140.51,active
BATCH-000511,P0108,S02,P0108-S02-HIST,2025-01-01,2024-12-25,2025-12-27,133,0,140.51,depleted
BATCH-000512,P0109,S02,P0109-S02-CURRENT,2025-12-31,2025-12-24,2027-06-24,150,150,163.65,active
BATCH-000513,P0109,S02,P0109-S02-HIST,2025-01-01,2024-12-25,2026-06-25,218,0,163.65,depleted
BATCH-000514,P0110,S02,P0110-S02-CURRENT,2025-12-31,2025-12-24,2027-12-30,69,69,283.16,active
BATCH-000515,P0110,S02,P0110-S02-HIST,2025-01-01,2024-12-25,2026-12-31,50,0,283.16,depleted
BATCH-000516,P0111,S02,P0111-S02-CURRENT,2025-12-31,2025-12-24,2026-06-25,71,71,332.45,active
BATCH-000517,P0111,S02,P0111-S02-HIST,2025-01-01,2024-12-25,2025-06-26,124,0,332.45,depleted
BATCH-000518,P0112,S02,P0112-S02-CURRENT,2025-12-31,2025-12-24,2026-12-31,132,132,125.38,active
BATCH-000519,P0112,S02,P0112-S02-HIST,2025-01-01,2024-12-25,2026-01-01,178,0,125.38,depleted
BATCH-000520,P0113,S02,P0113-S02-CURRENT,2025-12-31,2025-12-24,2026-06-24,63,63,106.31,active
BATCH-000521,P0113,S02,P0113-S02-HIST,2025-01-01,2024-12-25,2025-06-25,180,0,106.31,depleted
BATCH-000522,P0114,S02,P0114-S02-HIST,2025-01-01,2024-12-25,2025-06-25,88,0,211.41,depleted
BATCH-000523,P0115,S02,P0115-S02-CURRENT,2025-12-31,2025-12-30,2026-01-12,98,98,201.0,near_expiry
BATCH-000524,P0115,S02,P0115-S02-HIST,2025-01-01,2024-12-31,2025-01-13,114,0,201.0,depleted
BATCH-000525,P0116,S02,P0116-S02-CURRENT,2025-12-31,2025-12-30,2026-01-08,150,150,183.29,near_expiry
BATCH-000526,P0116,S02,P0116-S02-HIST,2025-01-01,2024-12-31,2025-01-09,62,0,183.29,depleted
BATCH-000527,P0117,S02,P0117-S02-CURRENT,2025-12-31,2025-12-30,2026-01-11,1,1,210.47,near_expiry
BATCH-000528,P0117,S02,P0117-S02-HIST,2025-01-01,2024-12-31,2025-01-12,41,0,210.47,depleted
BATCH-000529,P0118,S02,P0118-S02-CURRENT,2025-12-31,2025-12-30,2026-01-11,22,22,191.4,near_expiry
BATCH-000530,P0118,S02,P0118-S02-HIST,2025-01-01,2024-12-31,2025-01-12,75,0,191.4,depleted
BATCH-000531,P0119,S02,P0119-S02-CURRENT,2025-12-31,2025-12-24,2026-12-26,154,154,50.84,active
BATCH-000532,P0119,S02,P0119-S02-HIST,2025-01-01,2024-12-25,2025-12-27,68,0,50.84,depleted
BATCH-000533,P0120,S02,P0120-S02-CURRENT,2025-12-31,2025-12-24,2026-12-22,41,41,138.22,active
BATCH-000534,P0120,S02,P0120-S02-HIST,2025-01-01,2024-12-25,2025-12-23,68,0,138.22,depleted
BATCH-000535,P0121,S02,P0121-S02-CURRENT,2025-12-31,2025-12-24,2027-06-16,180,180,207.13,active
BATCH-000536,P0121,S02,P0121-S02-HIST,2025-01-01,2024-12-25,2026-06-17,126,0,207.13,depleted
BATCH-000537,P0122,S02,P0122-S02-CURRENT,2025-12-31,2025-12-24,2027-12-31,28,28,313.17,active
BATCH-000538,P0122,S02,P0122-S02-HIST,2025-01-01,2024-12-25,2027-01-01,121,0,313.17,depleted
BATCH-000539,P0123,S02,P0123-S02-CURRENT,2025-12-31,2025-12-24,2026-06-20,139,139,332.53,active
BATCH-000540,P0123,S02,P0123-S02-HIST,2025-01-01,2024-12-25,2025-06-21,257,0,332.53,depleted
BATCH-000541,P0124,S02,P0124-S02-CURRENT,2025-12-31,2025-12-24,2026-12-24,43,43,241.7,active
BATCH-000542,P0124,S02,P0124-S02-HIST,2025-01-01,2024-12-25,2025-12-25,117,0,241.7,depleted
BATCH-000543,P0125,S02,P0125-S02-CURRENT,2025-12-31,2025-12-24,2026-06-29,107,107,24.24,active
BATCH-000544,P0125,S02,P0125-S02-HIST,2025-01-01,2024-12-25,2025-06-30,117,0,24.24,depleted
BATCH-000545,P0126,S02,P0126-S02-CURRENT,2025-12-31,2025-12-24,2026-06-26,101,101,206.13,active
BATCH-000546,P0126,S02,P0126-S02-HIST,2025-01-01,2024-12-25,2025-06-27,246,0,206.13,depleted
BATCH-000547,P0127,S02,P0127-S02-CURRENT,2025-12-31,2025-12-30,2026-01-14,27,27,82.12,near_expiry
BATCH-000548,P0127,S02,P0127-S02-HIST,2025-01-01,2024-12-31,2025-01-15,132,0,82.12,depleted
BATCH-000549,P0128,S02,P0128-S02-CURRENT,2025-12-31,2025-12-30,2026-01-10,84,84,237.67,near_expiry
BATCH-000550,P0128,S02,P0128-S02-HIST,2025-01-01,2024-12-31,2025-01-11,270,0,237.67,depleted
BATCH-000551,P0129,S02,P0129-S02-CURRENT,2025-12-31,2025-12-30,2026-01-11,87,87,96.98,near_expiry
BATCH-000552,P0129,S02,P0129-S02-HIST,2025-01-01,2024-12-31,2025-01-12,97,0,96.98,depleted
BATCH-000553,P0130,S02,P0130-S02-HIST,2025-01-01,2024-12-31,2025-01-06,290,0,223.12,depleted
BATCH-000554,P0131,S02,P0131-S02-CURRENT,2025-12-31,2025-12-24,2026-12-27,111,111,42.35,active
BATCH-000555,P0131,S02,P0131-S02-HIST,2025-01-01,2024-12-25,2025-12-28,113,0,42.35,depleted
BATCH-000556,P0132,S02,P0132-S02-CURRENT,2025-12-31,2025-12-24,2026-12-28,86,86,126.04,active
BATCH-000557,P0132,S02,P0132-S02-HIST,2025-01-01,2024-12-25,2025-12-29,169,0,126.04,depleted
BATCH-000558,P0133,S02,P0133-S02-CURRENT,2025-12-31,2025-12-24,2027-06-19,50,50,240.64,active
BATCH-000559,P0133,S02,P0133-S02-HIST,2025-01-01,2024-12-25,2026-06-20,60,0,240.64,depleted
BATCH-000560,P0134,S02,P0134-S02-CURRENT,2025-12-31,2025-12-24,2027-12-22,149,149,47.69,active
BATCH-000561,P0134,S02,P0134-S02-HIST,2025-01-01,2024-12-25,2026-12-23,154,0,47.69,depleted
BATCH-000562,P0135,S02,P0135-S02-CURRENT,2025-12-31,2025-12-24,2026-06-29,139,139,190.31,active
BATCH-000563,P0135,S02,P0135-S02-HIST,2025-01-01,2024-12-25,2025-06-30,282,0,190.31,depleted
BATCH-000564,P0136,S02,P0136-S02-CURRENT,2025-12-31,2025-12-24,2026-12-25,20,20,125.16,active
BATCH-000565,P0136,S02,P0136-S02-HIST,2025-01-01,2024-12-25,2025-12-26,128,0,125.16,depleted
BATCH-000566,P0137,S02,P0137-S02-CURRENT,2025-12-31,2025-12-24,2026-06-22,140,140,238.85,active
BATCH-000567,P0137,S02,P0137-S02-HIST,2025-01-01,2024-12-25,2025-06-23,183,0,238.85,depleted
BATCH-000568,P0138,S02,P0138-S02-CURRENT,2025-12-31,2025-12-24,2026-06-25,48,48,336.3,active
BATCH-000569,P0138,S02,P0138-S02-HIST,2025-01-01,2024-12-25,2025-06-26,171,0,336.3,depleted
BATCH-000570,P0139,S02,P0139-S02-CURRENT,2025-12-31,2025-12-30,2026-01-16,121,121,313.53,active
BATCH-000571,P0139,S02,P0139-S02-HIST,2025-01-01,2024-12-31,2025-01-17,45,0,313.53,depleted
BATCH-000572,P0140,S02,P0140-S02-CURRENT,2025-12-31,2025-12-30,2026-01-11,139,139,297.94,near_expiry
BATCH-000573,P0140,S02,P0140-S02-HIST,2025-01-01,2024-12-31,2025-01-12,107,0,297.94,depleted
BATCH-000574,P0141,S02,P0141-S02-CURRENT,2025-12-31,2025-12-30,2026-01-05,11,11,219.45,near_expiry
BATCH-000575,P0141,S02,P0141-S02-HIST,2025-01-01,2024-12-31,2025-01-06,62,0,219.45,depleted
BATCH-000576,P0142,S02,P0142-S02-CURRENT,2025-12-31,2025-12-30,2026-01-07,19,19,337.95,near_expiry
BATCH-000577,P0142,S02,P0142-S02-HIST,2025-01-01,2024-12-31,2025-01-08,59,0,337.95,depleted
BATCH-000578,P0143,S02,P0143-S02-CURRENT,2025-12-31,2025-12-24,2026-12-29,61,61,141.33,active
BATCH-000579,P0143,S02,P0143-S02-HIST,2025-01-01,2024-12-25,2025-12-30,55,0,141.33,depleted
BATCH-000580,P0144,S02,P0144-S02-CURRENT,2025-12-31,2025-12-24,2026-12-31,47,47,125.2,active
BATCH-000581,P0144,S02,P0144-S02-HIST,2025-01-01,2024-12-25,2026-01-01,158,0,125.2,depleted
BATCH-000582,P0145,S02,P0145-S02-CURRENT,2025-12-31,2025-12-24,2027-06-17,76,76,240.43,active
BATCH-000583,P0145,S02,P0145-S02-HIST,2025-01-01,2024-12-25,2026-06-18,120,0,240.43,depleted
BATCH-000584,P0146,S02,P0146-S02-CURRENT,2025-12-31,2025-12-24,2027-12-26,50,50,80.61,active
BATCH-000585,P0146,S02,P0146-S02-HIST,2025-01-01,2024-12-25,2026-12-27,218,0,80.61,depleted
BATCH-000586,P0147,S02,P0147-S02-CURRENT,2025-12-31,2025-12-24,2026-06-24,90,90,164.59,active
BATCH-000587,P0147,S02,P0147-S02-HIST,2025-01-01,2024-12-25,2025-06-25,128,0,164.59,depleted
BATCH-000588,P0148,S02,P0148-S02-CURRENT,2025-12-31,2025-12-24,2026-12-25,45,45,34.22,active
BATCH-000589,P0148,S02,P0148-S02-HIST,2025-01-01,2024-12-25,2025-12-26,62,0,34.22,depleted
BATCH-000590,P0149,S02,P0149-S02-CURRENT,2025-12-31,2025-12-24,2026-06-23,33,33,59.75,active
BATCH-000591,P0149,S02,P0149-S02-HIST,2025-01-01,2024-12-25,2025-06-24,87,0,59.75,depleted
BATCH-000592,P0150,S02,P0150-S02-CURRENT,2025-12-31,2025-12-24,2026-06-23,17,17,207.3,active
BATCH-000593,P0150,S02,P0150-S02-HIST,2025-01-01,2024-12-25,2025-06-24,108,0,207.3,depleted
BATCH-000594,P0001,S03,P0001-S03-CURRENT,2025-12-31,2025-12-24,2026-12-24,43,43,3.92,active
BATCH-000595,P0001,S03,P0001-S03-HIST,2025-01-01,2024-12-25,2025-12-25,101,0,3.92,depleted
BATCH-000596,P0002,S03,P0002-S03-CURRENT,2025-12-31,2025-12-27,2026-02-10,50,50,12.88,active
BATCH-000597,P0002,S03,P0002-S03-HIST,2025-01-01,2024-12-28,2025-02-11,146,0,12.88,depleted
BATCH-000598,P0003,S03,P0003-S03-CURRENT,2025-12-31,2025-12-25,2026-02-23,56,56,7.31,active
BATCH-000599,P0003,S03,P0003-S03-HIST,2025-01-01,2024-12-26,2025-02-24,129,0,7.31,depleted
BATCH-000600,P0004,S03,P0004-S03-CURRENT,2025-12-31,2025-12-24,2026-03-24,84,84,18.38,active
BATCH-000601,P0004,S03,P0004-S03-HIST,2025-01-01,2024-12-25,2025-03-25,99,0,18.38,depleted
BATCH-000602,P0005,S03,P0005-S03-CURRENT,2025-12-31,2025-12-25,2026-02-23,434,434,1.62,active
BATCH-000603,P0005,S03,P0005-S03-HIST,2025-01-01,2024-12-26,2025-02-24,233,0,1.62,depleted
BATCH-000604,P0006,S03,P0006-S03-CURRENT,2025-12-31,2025-12-25,2026-02-23,107,107,20.94,active
BATCH-000605,P0006,S03,P0006-S03-HIST,2025-01-01,2024-12-26,2025-02-24,103,0,20.94,depleted
BATCH-000606,P0007,S03,P0007-S03-CURRENT,2025-12-31,2025-12-24,2026-12-24,131,131,11.83,active
BATCH-000607,P0007,S03,P0007-S03-HIST,2025-01-01,2024-12-25,2025-12-25,160,0,11.83,depleted
BATCH-000608,P0008,S03,P0008-S03-CURRENT,2025-12-31,2025-12-24,2026-06-22,169,169,7.06,active
BATCH-000609,P0008,S03,P0008-S03-HIST,2025-01-01,2024-12-25,2025-06-23,271,0,7.06,depleted
BATCH-000610,P0009,S03,P0009-S03-CURRENT,2025-12-31,2025-12-24,2026-06-22,103,103,3.92,active
BATCH-000611,P0009,S03,P0009-S03-HIST,2025-01-01,2024-12-25,2025-06-23,169,0,3.92,depleted
BATCH-000612,P0010,S03,P0010-S03-CURRENT,2025-12-31,2025-12-28,2026-01-27,78,78,12.59,active
BATCH-000613,P0010,S03,P0010-S03-HIST,2025-01-01,2024-12-29,2025-01-28,76,0,12.59,depleted
BATCH-000614,P0011,S03,P0011-S03-CURRENT,2025-12-31,2025-12-25,2026-02-23,419,419,15.1,active
BATCH-000615,P0011,S03,P0011-S03-HIST,2025-01-01,2024-12-26,2025-02-24,225,0,15.1,depleted
BATCH-000616,P0012,S03,P0012-S03-CURRENT,2025-12-31,2025-12-28,2026-01-27,218,218,7.69,active
BATCH-000617,P0012,S03,P0012-S03-HIST,2025-01-01,2024-12-29,2025-01-28,236,0,7.69,depleted
BATCH-000618,P0013,S03,P0013-S03-CURRENT,2025-12-31,2025-12-25,2026-02-23,297,297,12.94,active
BATCH-000619,P0013,S03,P0013-S03-HIST,2025-01-01,2024-12-26,2025-02-24,186,0,12.94,depleted
BATCH-000620,P0014,S03,P0014-S03-CURRENT,2025-12-31,2025-12-25,2026-02-23,101,101,3.24,active
BATCH-000621,P0014,S03,P0014-S03-HIST,2025-01-01,2024-12-26,2025-02-24,106,0,3.24,depleted
BATCH-000622,P0015,S03,P0015-S03-CURRENT,2025-12-31,2025-12-24,2026-03-24,248,248,19.26,active
BATCH-000623,P0015,S03,P0015-S03-HIST,2025-01-01,2024-12-25,2025-03-25,221,0,19.26,depleted
BATCH-000624,P0016,S03,P0016-S03-CURRENT,2025-12-31,2025-12-24,2026-12-24,72,72,5.43,active
BATCH-000625,P0016,S03,P0016-S03-HIST,2025-01-01,2024-12-25,2025-12-25,242,0,5.43,depleted
BATCH-000626,P0017,S03,P0017-S03-CURRENT,2025-12-31,2025-12-27,2026-02-10,16,16,8.78,active
BATCH-000627,P0017,S03,P0017-S03-HIST,2025-01-01,2024-12-28,2025-02-11,65,0,8.78,depleted
BATCH-000628,P0018,S03,P0018-S03-CURRENT,2025-12-31,2025-12-24,2026-12-24,164,164,2.24,active
BATCH-000629,P0018,S03,P0018-S03-HIST,2025-01-01,2024-12-25,2025-12-25,196,0,2.24,depleted
BATCH-000630,P0019,S03,P0019-S03-CURRENT,2025-12-31,2025-12-28,2026-01-27,126,126,20.28,active
BATCH-000631,P0019,S03,P0019-S03-HIST,2025-01-01,2024-12-29,2025-01-28,105,0,20.28,depleted
BATCH-000632,P0020,S03,P0020-S03-CURRENT,2025-12-31,2025-12-28,2026-01-27,151,151,16.51,active
BATCH-000633,P0020,S03,P0020-S03-HIST,2025-01-01,2024-12-29,2025-01-28,219,0,16.51,depleted
BATCH-000634,P0021,S03,P0021-S03-CURRENT,2025-12-31,2025-12-25,2026-02-23,28,28,11.49,active
BATCH-000635,P0021,S03,P0021-S03-HIST,2025-01-01,2024-12-26,2025-02-24,293,0,11.49,depleted
BATCH-000636,P0022,S03,P0022-S03-CURRENT,2025-12-31,2025-12-28,2026-01-27,157,157,24.98,active
BATCH-000637,P0022,S03,P0022-S03-HIST,2025-01-01,2024-12-29,2025-01-28,130,0,24.98,depleted
BATCH-000638,P0023,S03,P0023-S03-CURRENT,2025-12-31,2025-12-24,2026-03-24,196,196,4.53,active
BATCH-000639,P0023,S03,P0023-S03-HIST,2025-01-01,2024-12-25,2025-03-25,104,0,4.53,depleted
BATCH-000640,P0024,S03,P0024-S03-CURRENT,2025-12-31,2025-12-25,2026-02-23,218,218,18.1,active
BATCH-000641,P0024,S03,P0024-S03-HIST,2025-01-01,2024-12-26,2025-02-24,180,0,18.1,depleted
BATCH-000642,P0025,S03,P0025-S03-CURRENT,2025-12-31,2025-12-24,2026-06-22,203,203,14.81,active
BATCH-000643,P0025,S03,P0025-S03-HIST,2025-01-01,2024-12-25,2025-06-23,176,0,14.81,depleted
BATCH-000644,P0026,S03,P0026-S03-CURRENT,2025-12-31,2025-12-24,2026-06-22,88,88,21.61,active
BATCH-000645,P0026,S03,P0026-S03-HIST,2025-01-01,2024-12-25,2025-06-23,220,0,21.61,depleted
BATCH-000646,P0027,S03,P0027-S03-CURRENT,2025-12-31,2025-12-25,2026-02-23,291,291,14.8,active
BATCH-000647,P0027,S03,P0027-S03-HIST,2025-01-01,2024-12-26,2025-02-24,152,0,14.8,depleted
BATCH-000648,P0028,S03,P0028-S03-CURRENT,2025-12-31,2025-12-25,2026-02-23,267,267,16.96,active
BATCH-000649,P0028,S03,P0028-S03-HIST,2025-01-01,2024-12-26,2025-02-24,134,0,16.96,depleted
BATCH-000650,P0029,S03,P0029-S03-CURRENT,2025-12-31,2025-12-27,2026-02-10,130,130,23.36,active
BATCH-000651,P0029,S03,P0029-S03-HIST,2025-01-01,2024-12-28,2025-02-11,53,0,23.36,depleted
BATCH-000652,P0030,S03,P0030-S03-CURRENT,2025-12-31,2025-12-24,2026-12-24,154,154,20.52,active
BATCH-000653,P0030,S03,P0030-S03-HIST,2025-01-01,2024-12-25,2025-12-25,115,0,20.52,depleted
BATCH-000654,P0031,S03,P0031-S03-CURRENT,2025-12-31,2025-12-27,2026-02-10,85,85,15.32,active
BATCH-000655,P0031,S03,P0031-S03-HIST,2025-01-01,2024-12-28,2025-02-11,198,0,15.32,depleted
BATCH-000656,P0032,S03,P0032-S03-CURRENT,2025-12-31,2025-12-27,2026-02-10,399,399,1.58,active
BATCH-000657,P0032,S03,P0032-S03-HIST,2025-01-01,2024-12-28,2025-02-11,157,0,1.58,depleted
BATCH-000658,P0033,S03,P0033-S03-CURRENT,2025-12-31,2025-12-27,2026-02-10,154,154,2.34,active
BATCH-000659,P0033,S03,P0033-S03-HIST,2025-01-01,2024-12-28,2025-02-11,261,0,2.34,depleted
BATCH-000660,P0034,S03,P0034-S03-CURRENT,2025-12-31,2025-12-28,2026-01-27,61,61,9.43,active
BATCH-000661,P0034,S03,P0034-S03-HIST,2025-01-01,2024-12-29,2025-01-28,199,0,9.43,depleted
BATCH-000662,P0035,S03,P0035-S03-CURRENT,2025-12-31,2025-12-24,2026-06-22,214,214,22.16,active
BATCH-000663,P0035,S03,P0035-S03-HIST,2025-01-01,2024-12-25,2025-06-23,224,0,22.16,depleted
BATCH-000664,P0036,S03,P0036-S03-CURRENT,2025-12-31,2025-12-24,2026-03-24,131,131,18.55,active
BATCH-000665,P0036,S03,P0036-S03-HIST,2025-01-01,2024-12-25,2025-03-25,89,0,18.55,depleted
BATCH-000666,P0037,S03,P0037-S03-CURRENT,2025-12-31,2025-12-25,2026-02-23,158,158,5.39,active
BATCH-000667,P0037,S03,P0037-S03-HIST,2025-01-01,2024-12-26,2025-02-24,125,0,5.39,depleted
BATCH-000668,P0038,S03,P0038-S03-CURRENT,2025-12-31,2025-12-25,2026-02-23,310,310,7.33,active
BATCH-000669,P0038,S03,P0038-S03-HIST,2025-01-01,2024-12-26,2025-02-24,233,0,7.33,depleted
BATCH-000670,P0039,S03,P0039-S03-CURRENT,2025-12-31,2025-12-27,2026-02-10,41,41,3.33,active
BATCH-000671,P0039,S03,P0039-S03-HIST,2025-01-01,2024-12-28,2025-02-11,37,0,3.33,depleted
BATCH-000672,P0040,S03,P0040-S03-CURRENT,2025-12-31,2025-12-24,2026-03-24,55,55,15.35,active
BATCH-000673,P0040,S03,P0040-S03-HIST,2025-01-01,2024-12-25,2025-03-25,51,0,15.35,depleted
BATCH-000674,P0041,S03,P0041-S03-CURRENT,2025-12-31,2025-12-24,2026-12-24,126,126,18.13,active
BATCH-000675,P0041,S03,P0041-S03-HIST,2025-01-01,2024-12-25,2025-12-25,131,0,18.13,depleted
BATCH-000676,P0042,S03,P0042-S03-CURRENT,2025-12-31,2025-12-25,2026-02-23,151,151,21.28,active
BATCH-000677,P0042,S03,P0042-S03-HIST,2025-01-01,2024-12-26,2025-02-24,123,0,21.28,depleted
BATCH-000678,P0043,S03,P0043-S03-CURRENT,2025-12-31,2025-12-24,2026-03-24,127,127,3.62,active
BATCH-000679,P0043,S03,P0043-S03-HIST,2025-01-01,2024-12-25,2025-03-25,194,0,3.62,depleted
BATCH-000680,P0044,S03,P0044-S03-CURRENT,2025-12-31,2025-12-24,2026-06-22,161,161,5.65,active
BATCH-000681,P0044,S03,P0044-S03-HIST,2025-01-01,2024-12-25,2025-06-23,183,0,5.65,depleted
BATCH-000682,P0045,S03,P0045-S03-CURRENT,2025-12-31,2025-12-24,2026-06-22,358,358,4.66,active
BATCH-000683,P0045,S03,P0045-S03-HIST,2025-01-01,2024-12-25,2025-06-23,184,0,4.66,depleted
BATCH-000684,P0046,S03,P0046-S03-CURRENT,2025-12-31,2025-12-24,2026-03-24,222,222,4.11,active
BATCH-000685,P0046,S03,P0046-S03-HIST,2025-01-01,2024-12-25,2025-03-25,194,0,4.11,depleted
BATCH-000686,P0047,S03,P0047-S03-CURRENT,2025-12-31,2025-12-28,2026-01-27,76,76,6.48,active
BATCH-000687,P0047,S03,P0047-S03-HIST,2025-01-01,2024-12-29,2025-01-28,66,0,6.48,depleted
BATCH-000688,P0048,S03,P0048-S03-CURRENT,2025-12-31,2025-12-24,2026-03-24,267,267,6.61,active
BATCH-000689,P0048,S03,P0048-S03-HIST,2025-01-01,2024-12-25,2025-03-25,308,0,6.61,depleted
BATCH-000690,P0049,S03,P0049-S03-CURRENT,2025-12-31,2025-12-24,2026-03-24,211,211,10.96,active
BATCH-000691,P0049,S03,P0049-S03-HIST,2025-01-01,2024-12-25,2025-03-25,153,0,10.96,depleted
BATCH-000692,P0050,S03,P0050-S03-CURRENT,2025-12-31,2025-12-24,2026-12-24,130,130,6.36,active
BATCH-000693,P0050,S03,P0050-S03-HIST,2025-01-01,2024-12-25,2025-12-25,136,0,6.36,depleted
BATCH-000694,P0051,S03,P0051-S03-CURRENT,2025-12-31,2025-12-27,2026-02-10,244,244,4.2,active
BATCH-000695,P0051,S03,P0051-S03-HIST,2025-01-01,2024-12-28,2025-02-11,123,0,4.2,depleted
BATCH-000696,P0052,S03,P0052-S03-CURRENT,2025-12-31,2025-12-24,2026-03-24,233,233,2.03,active
BATCH-000697,P0052,S03,P0052-S03-HIST,2025-01-01,2024-12-25,2025-03-25,131,0,2.03,depleted
BATCH-000698,P0053,S03,P0053-S03-CURRENT,2025-12-31,2025-12-24,2026-03-24,94,94,21.41,active
BATCH-000699,P0053,S03,P0053-S03-HIST,2025-01-01,2024-12-25,2025-03-25,103,0,21.41,depleted
BATCH-000700,P0054,S03,P0054-S03-CURRENT,2025-12-31,2025-12-24,2026-03-24,115,115,8.74,active
BATCH-000701,P0054,S03,P0054-S03-HIST,2025-01-01,2024-12-25,2025-03-25,49,0,8.74,depleted
BATCH-000702,P0055,S03,P0055-S03-CURRENT,2025-12-31,2025-12-27,2026-02-10,88,88,11.0,active
BATCH-000703,P0055,S03,P0055-S03-HIST,2025-01-01,2024-12-28,2025-02-11,108,0,11.0,depleted
BATCH-000704,P0056,S03,P0056-S03-CURRENT,2025-12-31,2025-12-24,2026-03-24,192,192,19.15,active
