po_item_id,po_id,product_id,quantity,unit_cost,line_total
POI008072,PO08072,P0086,92,19.48,1792.16
POI008073,PO08073,P0086,86,19.48,1675.28
POI008074,PO08074,P0086,94,22.82,2145.08
POI008075,PO08075,P0086,85,19.48,1655.8
POI008076,PO08076,P0086,87,19.48,1694.76
POI008077,PO08077,P0086,96,19.48,1870.08
POI008078,PO08078,P0086,84,22.82,1916.88
POI008079,PO08079,P0086,96,21.47,2061.12
POI008080,PO08080,P0086,101,19.48,1967.48
POI008081,PO08081,P0086,108,21.47,2318.76
POI008082,PO08082,P0086,105,22.82,2396.1
POI008083,PO08083,P0086,95,19.48,1850.6
POI008084,PO08084,P0086,100,22.82,2282.0
POI008085,PO08085,P0086,93,19.48,1811.64
POI008086,PO08086,P0086,86,21.47,1846.42
POI008087,PO08087,P0086,92,19.48,1792.16
POI008088,PO08088,P0086,108,19.48,2103.84
POI008089,PO08089,P0086,99,22.82,2259.18
POI008090,PO08090,P0086,93,22.82,2122.26
POI008091,PO08091,P0086,98,21.47,2104.06
POI008092,PO08092,P0086,91,21.47,1953.77
POI008093,PO08093,P0086,109,19.48,2123.32
POI008094,PO08094,P0086,86,22.82,1962.52
POI008095,PO08095,P0086,102,21.47,2189.94
POI008096,PO08096,P0086,113,22.82,2578.66
POI008097,PO08097,P0086,85,22.82,1939.7
POI008098,PO08098,P0086,97,22.82,2213.54
POI008099,PO08099,P0086,86,22.82,1962.52
POI008100,PO08100,P0086,96,22.82,2190.72
POI008101,PO08101,P0086,84,19.48,1636.32
POI008102,PO08102,P0086,115,19.48,2240.2
POI008103,PO08103,P0086,101,19.48,1967.48
POI008104,PO08104,P0086,106,19.48,2064.88
POI008105,PO08105,P0086,119,22.82,2715.58
POI008106,PO08106,P0086,110,22.82,2510.2
POI008107,PO08107,P0086,97,19.48,1889.56
POI008108,PO08108,P0087,453,20.0,9060.0
POI008109,PO08109,P0087,441,20.0,8820.0
POI008110,PO08110,P0087,453,20.0,9060.0
POI008111,PO08111,P0087,445,22.78,10137.1
POI008112,PO08112,P0087,442,22.78,10068.76
POI008113,PO08113,P0087,453,20.0,9060.0
POI008114,PO08114,P0087,436,22.78,9932.08
POI008115,PO08115,P0087,453,22.78,10319.34
POI008116,PO08116,P0087,437,20.0,8740.0
POI008117,PO08117,P0087,430,21.46,9227.8
POI008118,PO08118,P0087,443,20.0,8860.0
POI008119,PO08119,P0087,441,20.0,8820.0
POI008120,PO08120,P0087,439,22.78,10000.42
POI008121,PO08121,P0087,445,22.78,10137.1
POI008122,PO08122,P0087,433,22.78,9863.74
POI008123,PO08123,P0087,436,22.78,9932.08
POI008124,PO08124,P0087,435,21.46,9335.1
POI008125,PO08125,P0087,434,21.46,9313.64
POI008126,PO08126,P0087,427,21.46,9163.42
POI008127,PO08127,P0087,436,22.78,9932.08
POI008128,PO08128,P0087,435,21.46,9335.1
POI008129,PO08129,P0087,435,22.78,9909.3
POI008130,PO08130,P0088,262,13.27,3476.74
POI008131,PO08131,P0088,261,15.49,4042.89
POI008132,PO08132,P0088,267,15.49,4135.83
POI008133,PO08133,P0088,260,16.91,4396.6
POI008134,PO08134,P0088,261,16.91,4413.51
POI008135,PO08135,P0088,260,13.27,3450.2
POI008136,PO08136,P0088,260,15.49,4027.4
POI008137,PO08137,P0088,262,16.91,4430.42
POI008138,PO08138,P0089,215,10.89,2341.35
POI008139,PO08139,P0089,231,10.89,2515.59
POI008140,PO08140,P0089,215,10.89,2341.35
POI008141,PO08141,P0089,245,10.89,2668.05
POI008142,PO08142,P0089,207,10.89,2254.23
POI008143,PO08143,P0089,208,10.89,2265.12
POI008144,PO08144,P0089,210,10.89,2286.9
POI008145,PO08145,P0089,217,10.89,2363.13
POI008146,PO08146,P0089,212,10.89,2308.68
POI008147,PO08147,P0089,221,10.89,2406.69
POI008148,PO08148,P0089,240,10.89,2613.6
POI008149,PO08149,P0089,217,10.89,2363.13
POI008150,PO08150,P0089,220,10.89,2395.8
POI008151,PO08151,P0089,233,10.89,2537.37
POI008152,PO08152,P0089,214,10.89,2330.46
POI008153,PO08153,P0089,219,10.89,2384.91
POI008154,PO08154,P0089,221,10.89,2406.69
POI008155,PO08155,P0089,237,10.89,2580.93
POI008156,PO08156,P0089,225,10.89,2450.25
POI008157,PO08157,P0089,226,10.89,2461.14
POI008158,PO08158,P0089,229,10.89,2493.81
POI008159,PO08159,P0089,208,10.89,2265.12
POI008160,PO08160,P0089,230,10.89,2504.7
POI008161,PO08161,P0089,213,10.89,2319.57
POI008162,PO08162,P0089,244,10.89,2657.16
POI008163,PO08163,P0089,206,10.89,2243.34
POI008164,PO08164,P0089,207,10.89,2254.23
POI008165,PO08165,P0089,246,10.89,2678.94
POI008166,PO08166,P0089,213,10.89,2319.57
POI008167,PO08167,P0089,231,10.89,2515.59
POI008168,PO08168,P0089,236,10.89,2570.04
POI008169,PO08169,P0089,215,10.89,2341.35
POI008170,PO08170,P0089,224,10.89,2439.36
POI008171,PO08171,P0089,225,10.89,2450.25
POI008172,PO08172,P0089,211,10.89,2297.79
POI008173,PO08173,P0089,208,10.89,2265.12
POI008174,PO08174,P0089,206,10.89,2243.34
POI008175,PO08175,P0089,228,10.89,2482.92
POI008176,PO08176,P0089,215,10.89,2341.35
POI008177,PO08177,P0089,222,10.89,2417.58
POI008178,PO08178,P0089,239,10.89,2602.71
POI008179,PO08179,P0089,225,10.89,2450.25
POI008180,PO08180,P0089,216,10.89,2352.24
POI008181,PO08181,P0089,223,10.89,2428.47
POI008182,PO08182,P0089,225,10.89,2450.25
POI008183,PO08183,P0089,232,10.89,2526.48
POI008184,PO08184,P0089,228,10.89,2482.92
POI008185,PO08185,P0089,207,10.89,2254.23
POI008186,PO08186,P0089,237,10.89,2580.93
POI008187,PO08187,P0089,236,10.89,2570.04
POI008188,PO08188,P0089,206,10.89,2243.34
POI008189,PO08189,P0089,217,10.89,2363.13
POI008190,PO08190,P0089,235,10.89,2559.15
POI008191,PO08191,P0090,422,12.31,5194.82
POI008192,PO08192,P0090,432,12.78,5520.96
POI008193,PO08193,P0090,433,12.78,5533.74
POI008194,PO08194,P0090,410,12.78,5239.8
POI008195,PO08195,P0090,424,12.31,5219.44
POI008196,PO08196,P0090,426,12.78,5444.28
POI008197,PO08197,P0090,433,12.78,5533.74
POI008198,PO08198,P0090,428,12.78,5469.84
POI008199,PO08199,P0090,414,12.78,5290.92
POI008200,PO08200,P0090,412,12.78,5265.36
POI008201,PO08201,P0090,417,12.31,5133.27
POI008202,PO08202,P0090,420,12.31,5170.2
POI008203,PO08203,P0090,419,12.31,5157.89
POI008204,PO08204,P0090,412,12.31,5071.72
POI008205,PO08205,P0090,410,12.78,5239.8
POI008206,PO08206,P0090,413,12.78,5278.14
POI008207,PO08207,P0090,409,12.78,5227.02
POI008208,PO08208,P0091,319,26.46,8440.74
POI008209,PO08209,P0091,311,22.61,7031.71
POI008210,PO08210,P0091,315,22.61,7122.15
POI008211,PO08211,P0091,311,23.73,7380.03
POI008212,PO08212,P0091,316,22.61,7144.76
POI008213,PO08213,P0091,319,22.61,7212.59
POI008214,PO08214,P0091,319,22.61,7212.59
POI008215,PO08215,P0091,313,22.61,7076.93
POI008216,PO08216,P0091,317,23.73,7522.41
POI008217,PO08217,P0091,319,23.73,7569.87
POI008218,PO08218,P0091,313,23.73,7427.49
POI008219,PO08219,P0091,319,26.46,8440.74
POI008220,PO08220,P0091,317,22.61,7167.37
POI008221,PO08221,P0091,319,22.61,7212.59
POI008222,PO08222,P0091,311,22.61,7031.71
POI008223,PO08223,P0091,319,22.61,7212.59
POI008224,PO08224,P0091,309,22.61,6986.49
POI008225,PO08225,P0091,311,22.61,7031.71
POI008226,PO08226,P0091,308,23.73,7308.84
POI008227,PO08227,P0091,319,23.73,7569.87
POI008228,PO08228,P0091,313,26.46,8281.98
POI008229,PO08229,P0091,312,23.73,7403.76
POI008230,PO08230,P0091,319,26.46,8440.74
POI008231,PO08231,P0091,319,22.61,7212.59
POI008232,PO08232,P0091,311,26.46,8229.06
POI008233,PO08233,P0091,319,22.61,7212.59
POI008234,PO08234,P0091,315,26.46,8334.9
POI008235,PO08235,P0091,319,23.73,7569.87
POI008236,PO08236,P0091,319,26.46,8440.74
POI008237,PO08237,P0092,369,25.5,9409.5
POI008238,PO08238,P0092,382,21.0,8022.0
POI008239,PO08239,P0092,369,21.0,7749.0
POI008240,PO08240,P0092,398,21.62,8604.76
POI008241,PO08241,P0092,381,21.0,8001.0
POI008242,PO08242,P0092,365,21.62,7891.3
POI008243,PO08243,P0092,362,21.0,7602.0
POI008244,PO08244,P0092,375,25.5,9562.5
POI008245,PO08245,P0092,372,25.5,9486.0
POI008246,PO08246,P0092,382,21.0,8022.0
POI008247,PO08247,P0092,369,25.5,9409.5
POI008248,PO08248,P0092,367,25.5,9358.5
POI008249,PO08249,P0092,367,21.62,7934.54
POI008250,PO08250,P0092,364,25.5,9282.0
POI008251,PO08251,P0092,392,21.62,8475.04
POI008252,PO08252,P0092,360,25.5,9180.0
POI008253,PO08253,P0092,363,21.62,7848.06
POI008254,PO08254,P0092,385,25.5,9817.5
POI008255,PO08255,P0092,374,25.5,9537.0
POI008256,PO08256,P0092,365,21.0,7665.0
POI008257,PO08257,P0092,366,21.0,7686.0
POI008258,PO08258,P0092,394,21.0,8274.0
POI008259,PO08259,P0092,365,21.62,7891.3
POI008260,PO08260,P0092,376,25.5,9588.0
POI008261,PO08261,P0092,366,21.0,7686.0
POI008262,PO08262,P0092,361,25.5,9205.5
POI008263,PO08263,P0092,376,25.5,9588.0
POI008264,PO08264,P0092,365,25.5,9307.5
POI008265,PO08265,P0092,385,21.62,8323.7
POI008266,PO08266,P0092,376,21.0,7896.0
POI008267,PO08267,P0092,365,21.62,7891.3
POI008268,PO08268,P0092,361,21.0,7581.0
POI008269,PO08269,P0093,57,18.35,1045.95
POI008270,PO08270,P0093,61,18.35,1119.35
POI008271,PO08271,P0093,38,18.35,697.3
POI008272,PO08272,P0093,34,18.35,623.9
POI008273,PO08273,P0093,37,18.35,678.95
POI008274,PO08274,P0093,31,18.35,568.85
POI008275,PO08275,P0093,30,18.35,550.5
POI008276,PO08276,P0093,35,18.35,642.25
POI008277,PO08277,P0093,67,18.35,1229.45
POI008278,PO08278,P0093,29,18.35,532.15
POI008279,PO08279,P0093,37,18.35,678.95
POI008280,PO08280,P0093,29,18.35,532.15
POI008281,PO08281,P0093,31,18.35,568.85
POI008282,PO08282,P0093,32,18.35,587.2
POI008283,PO08283,P0093,55,18.35,1009.25
POI008284,PO08284,P0093,34,18.35,623.9
POI008285,PO08285,P0093,36,18.35,660.6
POI008286,PO08286,P0093,37,18.35,678.95
POI008287,PO08287,P0093,64,18.35,1174.4
POI008288,PO08288,P0093,32,18.35,587.2
POI008289,PO08289,P0093,40,18.35,734.0
POI008290,PO08290,P0093,34,18.35,623.9
POI008291,PO08291,P0093,31,18.35,568.85
POI008292,PO08292,P0093,30,18.35,550.5
POI008293,PO08293,P0093,37,18.35,678.95
POI008294,PO08294,P0093,38,18.35,697.3
POI008295,PO08295,P0093,34,18.35,623.9
POI008296,PO08296,P0093,35,18.35,642.25
POI008297,PO08297,P0093,38,18.35,697.3
POI008298,PO08298,P0093,31,18.35,568.85
POI008299,PO08299,P0093,31,18.35,568.85
POI008300,PO08300,P0093,45,18.35,825.75
POI008301,PO08301,P0093,31,18.35,568.85
POI008302,PO08302,P0093,44,18.35,807.4
POI008303,PO08303,P0093,38,18.35,697.3
POI008304,PO08304,P0093,36,18.35,660.6
POI008305,PO08305,P0093,35,18.35,642.25
POI008306,PO08306,P0093,63,18.35,1156.05
POI008307,PO08307,P0093,68,18.35,1247.8
POI008308,PO08308,P0093,37,18.35,678.95
POI008309,PO08309,P0093,37,18.35,678.95
POI008310,PO08310,P0093,36,18.35,660.6
POI008311,PO08311,P0093,56,18.35,1027.6
POI008312,PO08312,P0093,68,18.35,1247.8
POI008313,PO08313,P0093,37,18.35,678.95
POI008314,PO08314,P0093,38,18.35,697.3
POI008315,PO08315,P0093,34,18.35,623.9
POI008316,PO08316,P0093,37,18.35,678.95
POI008317,PO08317,P0093,45,18.35,825.75
POI008318,PO08318,P0093,31,18.35,568.85
POI008319,PO08319,P0093,40,18.35,734.0
POI008320,PO08320,P0093,37,18.35,678.95
POI008321,PO08321,P0093,34,18.35,623.9
POI008322,PO08322,P0093,65,18.35,1192.75
POI008323,PO08323,P0093,68,18.35,1247.8
POI008324,PO08324,P0093,40,18.35,734.0
POI008325,PO08325,P0093,34,18.35,623.9
POI008326,PO08326,P0093,33,18.35,605.55
POI008327,PO08327,P0093,40,18.35,734.0
POI008328,PO08328,P0093,37,18.35,678.95
POI008329,PO08329,P0093,45,18.35,825.75
POI008330,PO08330,P0093,37,18.35,678.95
POI008331,PO08331,P0093,48,18.35,880.8
POI008332,PO08332,P0093,45,18.35,825.75
POI008333,PO08333,P0093,30,18.35,550.5
POI008334,PO08334,P0093,35,18.35,642.25
POI008335,PO08335,P0093,34,18.35,623.9
POI008336,PO08336,P0093,43,18.35,789.05
POI008337,PO08337,P0093,31,18.35,568.85
POI008338,PO08338,P0093,36,18.35,660.6
POI008339,PO08339,P0093,48,18.35,880.8
POI008340,PO08340,P0093,30,18.35,550.5
POI008341,PO08341,P0093,36,18.35,660.6
POI008342,PO08342,P0093,38,18.35,697.3
POI008343,PO08343,P0093,35,18.35,642.25
POI008344,PO08344,P0093,66,18.35,1211.1
POI008345,PO08345,P0093,39,18.35,715.65
POI008346,PO08346,P0093,29,18.35,532.15
POI008347,PO08347,P0093,44,18.35,807.4
POI008348,PO08348,P0093,38,18.35,697.3
POI008349,PO08349,P0093,32,18.35,587.2
POI008350,PO08350,P0093,33,18.35,605.55
POI008351,PO08351,P0093,37,18.35,678.95
POI008352,PO08352,P0093,35,18.35,642.25
POI008353,PO08353,P0093,59,18.35,1082.65
POI008354,PO08354,P0093,31,18.35,568.85
POI008355,PO08355,P0093,43,18.35,789.05
POI008356,PO08356,P0093,62,18.35,1137.7
POI008357,PO08357,P0093,36,18.35,660.6
POI008358,PO08358,P0093,30,18.35,550.5
POI008359,PO08359,P0093,32,18.35,587.2
POI008360,PO08360,P0093,36,18.35,660.6
POI008361,PO08361,P0093,68,18.35,1247.8
POI008362,PO08362,P0093,45,18.35,825.75
POI008363,PO08363,P0093,35,18.35,642.25
POI008364,PO08364,P0093,36,18.35,660.6
POI008365,PO08365,P0093,35,18.35,642.25
POI008366,PO08366,P0093,34,18.35,623.9
POI008367,PO08367,P0093,33,18.35,605.55
POI008368,PO08368,P0093,44,18.35,807.4
POI008369,PO08369,P0093,39,18.35,715.65
POI008370,PO08370,P0093,41,18.35,752.35
POI008371,PO08371,P0093,41,18.35,752.35
POI008372,PO08372,P0093,31,18.35,568.85
POI008373,PO08373,P0093,33,18.35,605.55
POI008374,PO08374,P0093,42,18.35,770.7
POI008375,PO08375,P0093,38,18.35,697.3
POI008376,PO08376,P0093,48,18.35,880.8
POI008377,PO08377,P0093,47,18.35,862.45
POI008378,PO08378,P0093,34,18.35,623.9
POI008379,PO08379,P0093,30,18.35,550.5
POI008380,PO08380,P0093,36,18.35,660.6
POI008381,PO08381,P0093,58,18.35,1064.3
POI008382,PO08382,P0093,41,18.35,752.35
POI008383,PO08383,P0093,42,18.35,770.7
POI008384,PO08384,P0093,56,18.35,1027.6
POI008385,PO08385,P0093,32,18.35,587.2
POI008386,PO08386,P0093,35,18.35,642.25
POI008387,PO08387,P0093,41,18.35,752.35
POI008388,PO08388,P0093,39,18.35,715.65
POI008389,PO08389,P0093,32,18.35,587.2
POI008390,PO08390,P0093,37,18.35,678.95
POI008391,PO08391,P0093,29,18.35,532.15
POI008392,PO08392,P0093,39,18.35,715.65
POI008393,PO08393,P0093,54,18.35,990.9
POI008394,PO08394,P0093,44,18.35,807.4
POI008395,PO08395,P0093,34,18.35,623.9
POI008396,PO08396,P0093,37,18.35,678.95
POI008397,PO08397,P0093,45,18.35,825.75
POI008398,PO08398,P0093,30,18.35,550.5
POI008399,PO08399,P0093,30,18.35,550.5
POI008400,PO08400,P0093,39,18.35,715.65
POI008401,PO08401,P0093,49,18.35,899.15
POI008402,PO08402,P0093,53,18.35,972.55
POI008403,PO08403,P0093,30,18.35,550.5
POI008404,PO08404,P0093,50,18.35,917.5
POI008405,PO08405,P0093,40,18.35,734.0
POI008406,PO08406,P0093,44,18.35,807.4
POI008407,PO08407,P0093,30,18.35,550.5
POI008408,PO08408,P0093,39,18.35,715.65
POI008409,PO08409,P0093,34,18.35,623.9
POI008410,PO08410,P0093,31,18.35,568.85
POI008411,PO08411,P0093,66,18.35,1211.1
POI008412,PO08412,P0093,41,18.35,752.35
POI008413,PO08413,P0093,32,18.35,587.2
POI008414,PO08414,P0093,30,18.35,550.5
POI008415,PO08415,P0093,36,18.35,660.6
POI008416,PO08416,P0093,52,18.35,954.2
POI008417,PO08417,P0093,42,18.35,770.7
POI008418,PO08418,P0093,36,18.35,660.6
POI008419,PO08419,P0093,58,18.35,1064.3
POI008420,PO08420,P0093,45,18.35,825.75
POI008421,PO08421,P0093,63,18.35,1156.05
POI008422,PO08422,P0093,68,18.35,1247.8
POI008423,PO08423,P0093,60,18.35,1101.0
POI008424,PO08424,P0093,29,18.35,532.15
POI008425,PO08425,P0093,31,18.35,568.85
POI008426,PO08426,P0093,31,18.35,568.85
POI008427,PO08427,P0093,31,18.35,568.85
POI008428,PO08428,P0093,35,18.35,642.25
POI008429,PO08429,P0093,62,18.35,1137.7
POI008430,PO08430,P0093,62,18.35,1137.7
POI008431,PO08431,P0093,34,18.35,623.9
POI008432,PO08432,P0093,29,18.35,532.15
POI008433,PO08433,P0093,43,18.35,789.05
POI008434,PO08434,P0093,58,18.35,1064.3
POI008435,PO08435,P0093,33,18.35,605.55
POI008436,PO08436,P0093,57,18.35,1045.95
POI008437,PO08437,P0093,38,18.35,697.3
POI008438,PO08438,P0093,48,18.35,880.8
POI008439,PO08439,P0093,54,18.35,990.9
POI008440,PO08440,P0093,41,18.35,752.35
POI008441,PO08441,P0093,38,18.35,697.3
POI008442,PO08442,P0093,33,18.35,605.55
POI008443,PO08443,P0093,39,18.35,715.65
POI008444,PO08444,P0093,34,18.35,623.9
POI008445,PO08445,P0093,54,18.35,990.9
POI008446,PO08446,P0093,46,18.35,844.1
POI008447,PO08447,P0093,31,18.35,568.85
POI008448,PO08448,P0093,30,18.35,550.5
POI008449,PO08449,P0093,31,18.35,568.85
POI008450,PO08450,P0093,48,18.35,880.8
POI008451,PO08451,P0093,29,18.35,532.15
POI008452,PO08452,P0093,55,18.35,1009.25
POI008453,PO08453,P0093,30,18.35,550.5
POI008454,PO08454,P0093,38,18.35,697.3
POI008455,PO08455,P0093,30,18.35,550.5
POI008456,PO08456,P0093,29,18.35,532.15
POI008457,PO08457,P0093,48,18.35,880.8
POI008458,PO08458,P0093,64,18.35,1174.4
POI008459,PO08459,P0093,56,18.35,1027.6
POI008460,PO08460,P0093,52,18.35,954.2
POI008461,PO08461,P0093,49,18.35,899.15
POI008462,PO08462,P0093,39,18.35,715.65
POI008463,PO08463,P0093,34,18.35,623.9
POI008464,PO08464,P0093,29,18.35,532.15
POI008465,PO08465,P0093,46,18.35,844.1
POI008466,PO08466,P0093,29,18.35,532.15
POI008467,PO08467,P0093,50,18.35,917.5
POI008468,PO08468,P0093,58,18.35,1064.3
POI008469,PO08469,P0093,46,18.35,844.1
POI008470,PO08470,P0093,53,18.35,972.55
POI008471,PO08471,P0093,32,18.35,587.2
POI008472,PO08472,P0093,37,18.35,678.95
POI008473,PO08473,P0093,49,18.35,899.15
POI008474,PO08474,P0093,54,18.35,990.9
POI008475,PO08475,P0093,31,18.35,568.85
POI008476,PO08476,P0093,59,18.35,1082.65
POI008477,PO08477,P0093,58,18.35,1064.3
POI008478,PO08478,P0093,48,18.35,880.8
POI008479,PO08479,P0093,30,18.35,550.5
POI008480,PO08480,P0093,38,18.35,697.3
POI008481,PO08481,P0093,33,18.35,605.55
POI008482,PO08482,P0093,56,18.35,1027.6
POI008483,PO08483,P0093,46,18.35,844.1
POI008484,PO08484,P0093,61,18.35,1119.35
POI008485,PO08485,P0093,40,18.35,734.0
POI008486,PO08486,P0093,59,18.35,1082.65
POI008487,PO08487,P0093,47,18.35,862.45
POI008488,PO08488,P0093,52,18.35,954.2
POI008489,PO08489,P0093,42,18.35,770.7
POI008490,PO08490,P0093,52,18.35,954.2
POI008491,PO08491,P0093,52,18.35,954.2
POI008492,PO08492,P0093,31,18.35,568.85
POI008493,PO08493,P0093,39,18.35,715.65
POI008494,PO08494,P0093,32,18.35,587.2
POI008495,PO08495,P0093,49,18.35,899.15
POI008496,PO08496,P0093,48,18.35,880.8
POI008497,PO08497,P0093,38,18.35,697.3
POI008498,PO08498,P0093,33,18.35,605.55
POI008499,PO08499,P0093,55,18.35,1009.25
POI008500,PO08500,P0093,50,18.35,917.5
POI008501,PO08501,P0093,35,18.35,642.25
POI008502,PO08502,P0093,36,18.35,660.6
POI008503,PO08503,P0093,36,18.35,660.6
POI008504,PO08504,P0093,49,18.35,899.15
POI008505,PO08505,P0093,47,18.35,862.45
POI008506,PO08506,P0093,32,18.35,587.2
POI008507,PO08507,P0093,32,18.35,587.2
POI008508,PO08508,P0093,32,18.35,587.2
POI008509,PO08509,P0093,29,18.35,532.15
POI008510,PO08510,P0093,30,18.35,550.5
POI008511,PO08511,P0093,46,18.35,844.1
POI008512,PO08512,P0093,52,18.35,954.2
POI008513,PO08513,P0093,45,18.35,825.75
POI008514,PO08514,P0093,46,18.35,844.1
POI008515,PO08515,P0093,58,18.35,1064.3
POI008516,PO08516,P0093,48,18.35,880.8
POI008517,PO08517,P0093,43,18.35,789.05
POI008518,PO08518,P0093,33,18.35,605.55
POI008519,PO08519,P0093,32,18.35,587.2
POI008520,PO08520,P0093,30,18.35,550.5
POI008521,PO08521,P0093,36,18.35,660.6
POI008522,PO08522,P0093,29,18.35,532.15
POI008523,PO08523,P0093,32,18.35,587.2
POI008524,PO08524,P0093,44,18.35,807.4
POI008525,PO08525,P0093,38,18.35,697.3
POI008526,PO08526,P0093,32,18.35,587.2
POI008527,PO08527,P0093,54,18.35,990.9
POI008528,PO08528,P0093,59,18.35,1082.65
POI008529,PO08529,P0093,61,18.35,1119.35
POI008530,PO08530,P0093,36,18.35,660.6
POI008531,PO08531,P0093,54,18.35,990.9
POI008532,PO08532,P0093,62,18.35,1137.7
POI008533,PO08533,P0093,66,18.35,1211.1
POI008534,PO08534,P0093,32,18.35,587.2
POI008535,PO08535,P0093,58,18.35,1064.3
POI008536,PO08536,P0093,59,18.35,1082.65
POI008537,PO08537,P0093,31,18.35,568.85
POI008538,PO08538,P0093,41,18.35,752.35
POI008539,PO08539,P0093,54,18.35,990.9
POI008540,PO08540,P0093,32,18.35,587.2
POI008541,PO08541,P0093,56,18.35,1027.6
POI008542,PO08542,P0093,48,18.35,880.8
POI008543,PO08543,P0093,37,18.35,678.95
POI008544,PO08544,P0093,33,18.35,605.55
POI008545,PO08545,P0093,30,18.35,550.5
POI008546,PO08546,P0093,31,18.35,568.85
POI008547,PO08547,P0094,107,2.35,251.45
POI008548,PO08548,P0094,113,2.35,265.55
POI008549,PO08549,P0094,102,2.92,297.84
POI008550,PO08550,P0094,110,2.92,321.2
POI008551,PO08551,P0094,107,2.35,251.45
POI008552,PO08552,P0094,105,2.35,246.75
POI008553,PO08553,P0094,106,2.35,249.1
POI008554,PO08554,P0094,104,2.92,303.68
POI008555,PO08555,P0094,104,2.92,303.68
POI008556,PO08556,P0094,109,2.92,318.28
POI008557,PO08557,P0094,103,2.35,242.05
POI008558,PO08558,P0094,107,2.35,251.45
POI008559,PO08559,P0094,103,2.35,242.05
POI008560,PO08560,P0094,102,2.92,297.84
POI008561,PO08561,P0094,104,2.92,303.68
POI008562,PO08562,P0094,109,2.92,318.28
POI008563,PO08563,P0094,104,2.92,303.68
POI008564,PO08564,P0094,106,2.35,249.1
POI008565,PO08565,P0094,111,2.92,324.12
POI008566,PO08566,P0094,104,2.92,303.68
POI008567,PO08567,P0094,111,2.92,324.12
POI008568,PO08568,P0094,106,2.92,309.52
POI008569,PO08569,P0094,104,2.35,244.4
POI008570,PO08570,P0094,106,2.92,309.52
POI008571,PO08571,P0095,237,8.24,1952.88
POI008572,PO08572,P0095,226,8.24,1862.24
POI008573,PO08573,P0095,245,8.24,2018.8
POI008574,PO08574,P0095,233,8.24,1919.92
POI008575,PO08575,P0095,241,8.24,1985.84
POI008576,PO08576,P0095,230,8.24,1895.2
POI008577,PO08577,P0095,229,8.24,1886.96
POI008578,PO08578,P0095,246,8.24,2027.04
POI008579,PO08579,P0095,237,8.24,1952.88
POI008580,PO08580,P0095,233,8.24,1919.92
POI008581,PO08581,P0095,245,8.24,2018.8
POI008582,PO08582,P0095,230,8.24,1895.2
POI008583,PO08583,P0095,236,8.24,1944.64
POI008584,PO08584,P0095,227,8.24,1870.48
POI008585,PO08585,P0095,223,8.24,1837.52
POI008586,PO08586,P0095,242,8.24,1994.08
POI008587,PO08587,P0095,240,8.24,1977.6
POI008588,PO08588,P0095,247,8.24,2035.28
POI008589,PO08589,P0095,251,8.24,2068.24
POI008590,PO08590,P0095,242,8.24,1994.08
POI008591,PO08591,P0095,240,8.24,1977.6
POI008592,PO08592,P0095,232,8.24,1911.68
POI008593,PO08593,P0095,229,8.24,1886.96
POI008594,PO08594,P0095,242,8.24,1994.08
POI008595,PO08595,P0095,236,8.24,1944.64
POI008596,PO08596,P0095,224,8.24,1845.76
POI008597,PO08597,P0095,223,8.24,1837.52
POI008598,PO08598,P0095,236,8.24,1944.64
POI008599,PO08599,P0095,224,8.24,1845.76
POI008600,PO08600,P0095,238,8.24,1961.12
POI008601,PO08601,P0095,237,8.24,1952.88
POI008602,PO08602,P0095,241,8.24,1985.84
POI008603,PO08603,P0095,226,8.24,1862.24
POI008604,PO08604,P0095,238,8.24,1961.12
POI008605,PO08605,P0095,227,8.24,1870.48
POI008606,PO08606,P0096,84,24.34,2044.56
POI008607,PO08607,P0096,86,24.34,2093.24
POI008608,PO08608,P0096,88,24.34,2141.92
POI008609,PO08609,P0096,90,24.34,2190.6
POI008610,PO08610,P0096,86,24.34,2093.24
POI008611,PO08611,P0096,87,24.34,2117.58
POI008612,PO08612,P0096,82,24.34,1995.88
POI008613,PO08613,P0096,83,24.34,2020.22
POI008614,PO08614,P0096,89,24.34,2166.26
POI008615,PO08615,P0096,86,24.34,2093.24
POI008616,PO08616,P0096,84,24.34,2044.56
POI008617,PO08617,P0096,90,24.34,2190.6
POI008618,PO08618,P0096,81,24.34,1971.54
POI008619,PO08619,P0096,85,24.34,2068.9
POI008620,PO08620,P0096,86,24.34,2093.24
POI008621,PO08621,P0096,93,24.34,2263.62
POI008622,PO08622,P0096,81,24.34,1971.54
POI008623,PO08623,P0096,85,24.34,2068.9
POI008624,PO08624,P0096,88,24.34,2141.92
POI008625,PO08625,P0096,85,24.34,2068.9
POI008626,PO08626,P0096,85,24.34,2068.9
POI008627,PO08627,P0096,84,24.34,2044.56
POI008628,PO08628,P0096,86,24.34,2093.24
POI008629,PO08629,P0096,89,24.34,2166.26
POI008630,PO08630,P0096,86,24.34,2093.24
POI008631,PO08631,P0096,82,24.34,1995.88
POI008632,PO08632,P0096,81,24.34,1971.54
POI008633,PO08633,P0096,82,24.34,1995.88
POI008634,PO08634,P0096,84,24.34,2044.56
POI008635,PO08635,P0096,81,24.34,1971.54
POI008636,PO08636,P0096,91,24.34,2214.94
POI008637,PO08637,P0096,83,24.34,2020.22
POI008638,PO08638,P0096,83,24.34,2020.22
POI008639,PO08639,P0096,83,24.34,2020.22
POI008640,PO08640,P0096,84,24.34,2044.56
