po_id,order_date,store_id,supplier_id,status,total_units,total_cost
PO06748,2025-02-23,S03,SUP010,Received,299,965.77
PO06749,2025-03-30,S03,SUP010,Received,305,985.15
PO06750,2025-05-10,S03,SUP010,Received,311,1004.53
PO06751,2025-06-15,S03,SUP010,Received,300,969.0
PO06752,2025-07-26,S03,SUP010,Received,297,959.31
PO06753,2025-09-05,S03,SUP010,Received,301,972.23
PO06754,2025-10-19,S03,SUP010,Received,299,965.77
PO06755,2025-12-02,S03,SUP010,Received,297,959.31
PO06756,2025-01-06,S03,SUP009,Received,269,1616.69
PO06757,2025-01-14,S03,SUP009,Received,265,1592.65
PO06758,2025-01-22,S03,SUP002,Received,263,1604.3
PO06759,2025-01-30,S03,SUP002,Received,243,1482.3
PO06760,2025-02-07,S03,SUP009,Received,255,1532.55
PO06761,2025-02-15,S03,SUP009,Received,266,1598.66
PO06762,2025-02-22,S03,SUP002,Received,252,1537.2
PO06763,2025-03-02,S03,SUP009,Received,276,1658.76
PO06764,2025-03-10,S03,SUP002,Received,260,1586.0
PO06765,2025-03-17,S03,SUP009,Received,254,1526.54
PO06766,2025-03-25,S03,SUP009,Received,262,1574.62
PO06767,2025-04-01,S03,SUP002,Received,242,1476.2
PO06768,2025-04-08,S03,SUP002,Received,248,1512.8
PO06769,2025-04-16,S03,SUP002,Received,271,1653.1
PO06770,2025-04-23,S03,SUP002,Received,252,1537.2
PO06771,2025-04-30,S03,SUP002,Received,247,1506.7
PO06772,2025-05-08,S03,SUP002,Received,261,1592.1
PO06773,2025-05-15,S03,SUP002,Received,248,1512.8
PO06774,2025-05-22,S03,SUP009,Received,249,1496.49
PO06775,2025-05-31,S03,SUP009,Received,268,1610.68
PO06776,2025-06-08,S03,SUP002,Received,261,1592.1
PO06777,2025-06-17,S03,SUP009,Received,272,1634.72
PO06778,2025-06-25,S03,SUP009,Received,245,1472.45
PO06779,2025-07-05,S03,SUP009,Received,260,1562.6
PO06780,2025-07-13,S03,SUP002,Received,256,1561.6
PO06781,2025-07-22,S03,SUP002,Received,259,1579.9
PO06782,2025-07-30,S03,SUP002,Received,244,1488.4
PO06783,2025-08-09,S03,SUP009,Received,265,1592.65
PO06784,2025-08-18,S03,SUP009,Received,268,1610.68
PO06785,2025-08-30,S03,SUP009,Received,266,1598.66
PO06786,2025-09-09,S03,SUP002,Received,243,1482.3
PO06787,2025-09-19,S03,SUP009,Received,274,1646.74
PO06788,2025-09-29,S03,SUP002,Received,254,1549.4
PO06789,2025-10-10,S03,SUP002,Received,259,1579.9
PO06790,2025-10-20,S03,SUP002,Received,253,1543.3
PO06791,2025-10-30,S03,SUP009,Received,244,1466.44
PO06792,2025-11-09,S03,SUP002,Received,256,1561.6
PO06793,2025-11-18,S03,SUP009,Received,243,1460.43
PO06794,2025-11-28,S03,SUP002,Received,263,1604.3
PO06795,2025-12-07,S03,SUP002,Received,265,1616.5
PO06796,2025-12-17,S03,SUP002,Received,270,1647.0
PO06797,2025-12-27,S03,SUP002,Received,265,1616.5
PO06798,2025-01-07,S03,SUP007,Received,469,1918.21
PO06799,2025-01-24,S03,SUP007,Received,469,1918.21
PO06800,2025-02-09,S03,SUP007,Received,464,1897.76
PO06801,2025-02-23,S03,SUP007,Received,462,1889.58
PO06802,2025-03-11,S03,SUP007,Received,469,1918.21
PO06803,2025-03-25,S03,SUP007,Received,464,1897.76
PO06804,2025-04-09,S03,SUP007,Received,469,1918.21
PO06805,2025-04-24,S03,SUP007,Received,469,1918.21
PO06806,2025-05-09,S03,SUP007,Received,461,1885.49
PO06807,2025-05-24,S03,SUP007,Received,463,1893.67
PO06808,2025-06-10,S03,SUP007,Received,469,1918.21
PO06809,2025-06-27,S03,SUP007,Received,469,1918.21
PO06810,2025-07-14,S03,SUP007,Received,464,1897.76
PO06811,2025-07-31,S03,SUP007,Received,460,1881.4
PO06812,2025-08-18,S03,SUP007,Received,465,1901.85
PO06813,2025-09-03,S03,SUP007,Received,461,1885.49
PO06814,2025-09-23,S03,SUP007,Received,469,1918.21
PO06815,2025-10-12,S03,SUP007,Received,468,1914.12
PO06816,2025-11-01,S03,SUP007,Received,469,1918.21
PO06817,2025-11-19,S03,SUP007,Received,462,1889.58
PO06818,2025-12-08,S03,SUP007,Received,461,1885.49
PO06819,2025-12-27,S03,SUP007,Received,469,1918.21
PO06820,2025-01-12,S03,SUP007,Received,232,825.92
PO06821,2025-01-29,S03,SUP007,Received,240,854.4
PO06822,2025-02-13,S03,SUP007,Received,231,822.36
PO06823,2025-03-01,S03,SUP007,Received,237,843.72
PO06824,2025-03-17,S03,SUP007,Received,230,818.8
PO06825,2025-04-03,S03,SUP007,Received,236,840.16
PO06826,2025-04-20,S03,SUP007,Received,244,868.64
PO06827,2025-05-06,S03,SUP007,Received,229,815.24
PO06828,2025-05-20,S03,SUP007,Received,244,868.64
PO06829,2025-06-04,S03,SUP007,Received,230,818.8
PO06830,2025-06-20,S03,SUP007,Received,231,822.36
PO06831,2025-07-06,S03,SUP007,Received,231,822.36
PO06832,2025-07-26,S03,SUP007,Received,238,847.28
PO06833,2025-08-14,S03,SUP007,Received,240,854.4
PO06834,2025-09-03,S03,SUP007,Received,239,850.84
PO06835,2025-09-23,S03,SUP007,Received,235,836.6
PO06836,2025-10-13,S03,SUP007,Received,234,833.04
PO06837,2025-11-03,S03,SUP007,Received,237,843.72
PO06838,2025-11-22,S03,SUP007,Received,232,825.92
PO06839,2025-12-11,S03,SUP007,Received,236,840.16
PO06840,2025-12-28,S03,SUP007,Received,233,829.48
PO06841,2025-01-08,S03,SUP006,Received,130,772.2
PO06842,2025-01-30,S03,SUP006,Received,130,772.2
PO06843,2025-02-22,S03,SUP006,Received,132,784.08
PO06844,2025-03-18,S03,SUP006,Received,136,807.84
PO06845,2025-04-11,S03,SUP006,Received,132,784.08
PO06846,2025-05-06,S03,SUP006,Received,130,772.2
PO06847,2025-05-27,S03,SUP006,Received,134,795.96
PO06848,2025-06-21,S03,SUP006,Received,135,801.9
PO06849,2025-07-16,S03,SUP006,Received,132,784.08
PO06850,2025-08-10,S03,SUP006,Received,131,778.14
PO06851,2025-09-09,S03,SUP006,Received,132,784.08
PO06852,2025-10-13,S03,SUP006,Received,132,784.08
PO06853,2025-11-16,S03,SUP006,Received,135,801.9
PO06854,2025-12-14,S03,SUP006,Received,134,795.96
PO06855,2025-01-16,S03,SUP003,Received,368,2167.52
PO06856,2025-02-07,S03,SUP003,Received,371,2185.19
PO06857,2025-02-26,S03,SUP006,Received,365,2076.85
PO06858,2025-03-16,S03,SUP006,Received,371,2110.99
PO06859,2025-04-03,S03,SUP003,Received,364,2143.96
PO06860,2025-04-22,S03,SUP009,Received,359,2021.17
PO06861,2025-05-10,S03,SUP003,Received,361,2126.29
PO06862,2025-05-29,S03,SUP009,Received,370,2083.1
PO06863,2025-06-19,S03,SUP009,Received,359,2021.17
PO06864,2025-07-09,S03,SUP003,Received,361,2126.29
PO06865,2025-07-31,S03,SUP003,Received,379,2232.31
PO06866,2025-08-25,S03,SUP003,Received,375,2208.75
PO06867,2025-09-18,S03,SUP003,Received,363,2138.07
PO06868,2025-10-14,S03,SUP009,Received,361,2032.43
PO06869,2025-11-07,S03,SUP009,Received,375,2111.25
PO06870,2025-11-30,S03,SUP006,Received,366,2082.54
PO06871,2025-12-23,S03,SUP003,Received,368,2167.52
PO06872,2025-01-15,S03,SUP009,Received,250,3102.5
PO06873,2025-02-08,S03,SUP009,Received,246,3052.86
PO06874,2025-03-05,S03,SUP009,Received,255,3164.55
PO06875,2025-04-01,S03,SUP009,Received,246,3052.86
PO06876,2025-04-25,S03,SUP009,Received,245,3040.45
PO06877,2025-05-17,S03,SUP009,Received,257,3189.37
PO06878,2025-06-14,S03,SUP009,Received,245,3040.45
PO06879,2025-07-15,S03,SUP009,Received,249,3090.09
PO06880,2025-08-16,S03,SUP009,Received,254,3152.14
PO06881,2025-09-17,S03,SUP009,Received,250,3102.5
PO06882,2025-10-22,S03,SUP009,Received,250,3102.5
PO06883,2025-11-24,S03,SUP009,Received,247,3065.27
PO06884,2025-12-25,S03,SUP009,Received,246,3052.86
PO06885,2025-01-07,S03,SUP005,Received,183,1205.97
PO06886,2025-01-15,S03,SUP004,Received,188,1060.32
PO06887,2025-01-24,S03,SUP005,Received,181,1192.79
PO06888,2025-02-01,S03,SUP004,Received,189,1065.96
PO06889,2025-02-09,S03,SUP004,Received,188,1060.32
PO06890,2025-02-18,S03,SUP004,Received,176,992.64
PO06891,2025-02-25,S03,SUP004,Received,169,953.16
PO06892,2025-03-04,S03,SUP005,Received,170,1120.3
PO06893,2025-03-11,S03,SUP004,Received,180,1015.2
PO06894,2025-03-18,S03,SUP005,Received,174,1146.66
PO06895,2025-03-25,S03,SUP004,Received,184,1037.76
PO06896,2025-04-01,S03,SUP005,Received,179,1179.61
PO06897,2025-04-09,S03,SUP005,Received,183,1205.97
PO06898,2025-04-15,S03,SUP005,Received,171,1126.89
PO06899,2025-04-23,S03,SUP004,Received,182,1026.48
PO06900,2025-05-01,S03,SUP004,Received,180,1015.2
PO06901,2025-05-10,S03,SUP005,Received,185,1219.15
PO06902,2025-05-19,S03,SUP004,Received,189,1065.96
PO06903,2025-05-27,S03,SUP004,Received,189,1065.96
PO06904,2025-06-04,S03,SUP005,Received,179,1179.61
PO06905,2025-06-11,S03,SUP004,Received,179,1009.56
PO06906,2025-06-19,S03,SUP004,Received,180,1015.2
PO06907,2025-06-26,S03,SUP005,Received,183,1205.97
PO06908,2025-07-05,S03,SUP004,Received,177,998.28
PO06909,2025-07-14,S03,SUP005,Received,176,1159.84
PO06910,2025-07-25,S03,SUP005,Received,182,1199.38
PO06911,2025-08-02,S03,SUP004,Received,173,975.72
PO06912,2025-08-10,S03,SUP004,Received,171,964.44
PO06913,2025-08-21,S03,SUP004,Received,175,987.0
PO06914,2025-08-30,S03,SUP005,Received,170,1120.3
PO06915,2025-09-09,S03,SUP005,Received,174,1146.66
PO06916,2025-09-19,S03,SUP005,Received,177,1166.43
PO06917,2025-09-29,S03,SUP005,Received,183,1205.97
PO06918,2025-10-10,S03,SUP005,Received,177,1166.43
PO06919,2025-10-19,S03,SUP005,Received,187,1232.33
PO06920,2025-10-30,S03,SUP005,Received,173,1140.07
PO06921,2025-11-09,S03,SUP004,Received,184,1037.76
PO06922,2025-11-19,S03,SUP005,Received,178,1173.02
PO06923,2025-11-28,S03,SUP004,Received,180,1015.2
PO06924,2025-12-07,S03,SUP004,Received,184,1037.76
PO06925,2025-12-17,S03,SUP004,Received,182,1026.48
PO06926,2025-12-27,S03,SUP004,Received,175,987.0
PO06927,2025-01-04,S03,SUP009,Received,262,1032.28
PO06928,2025-01-13,S03,SUP009,Received,253,996.82
PO06929,2025-01-22,S03,SUP010,Received,262,940.58
PO06930,2025-01-31,S03,SUP010,Received,255,915.45
PO06931,2025-02-08,S03,SUP010,Received,258,926.22
PO06932,2025-02-16,S03,SUP009,Received,262,1032.28
PO06933,2025-02-25,S03,SUP009,Received,262,1032.28
PO06934,2025-03-06,S03,SUP010,Received,262,940.58
PO06935,2025-03-15,S03,SUP010,Received,262,940.58
PO06936,2025-03-24,S03,SUP010,Received,262,940.58
PO06937,2025-04-01,S03,SUP009,Received,256,1008.64
PO06938,2025-04-09,S03,SUP009,Received,261,1028.34
PO06939,2025-04-17,S03,SUP009,Received,260,1024.4
PO06940,2025-04-24,S03,SUP009,Received,258,1016.52
PO06941,2025-05-02,S03,SUP009,Received,259,1020.46
PO06942,2025-05-11,S03,SUP010,Received,262,940.58
PO06943,2025-05-20,S03,SUP009,Received,262,1032.28
PO06944,2025-05-29,S03,SUP010,Received,262,940.58
PO06945,2025-06-07,S03,SUP010,Received,262,940.58
PO06946,2025-06-15,S03,SUP009,Received,261,1028.34
PO06947,2025-06-24,S03,SUP009,Received,262,1032.28
PO06948,2025-07-05,S03,SUP010,Received,262,940.58
PO06949,2025-07-16,S03,SUP010,Received,262,940.58
PO06950,2025-07-26,S03,SUP010,Received,259,929.81
PO06951,2025-08-06,S03,SUP009,Received,254,1000.76
PO06952,2025-08-17,S03,SUP009,Received,262,1032.28
PO06953,2025-08-30,S03,SUP010,Received,262,940.58
PO06954,2025-09-12,S03,SUP010,Received,262,940.58
PO06955,2025-09-23,S03,SUP009,Received,262,1032.28
PO06956,2025-10-03,S03,SUP009,Received,256,1008.64
PO06957,2025-10-14,S03,SUP010,Received,262,940.58
PO06958,2025-10-25,S03,SUP009,Received,262,1032.28
PO06959,2025-11-06,S03,SUP010,Received,262,940.58
PO06960,2025-11-18,S03,SUP009,Received,259,1020.46
PO06961,2025-11-29,S03,SUP009,Received,262,1032.28
PO06962,2025-12-09,S03,SUP010,Received,259,929.81
PO06963,2025-12-20,S03,SUP009,Received,261,1028.34
PO06964,2025-12-30,S03,SUP010,Received,262,940.58
PO06965,2025-01-06,S03,SUP003,Received,213,434.52
PO06966,2025-01-19,S03,SUP002,Received,209,430.54
PO06967,2025-02-01,S03,SUP003,Received,205,418.2
PO06968,2025-02-14,S03,SUP002,Received,214,440.84
PO06969,2025-02-27,S03,SUP003,Received,211,430.44
PO06970,2025-03-10,S03,SUP002,Received,203,418.18
PO06971,2025-03-22,S03,SUP002,Received,207,426.42
PO06972,2025-04-04,S03,SUP003,Received,218,444.72
PO06973,2025-04-14,S03,SUP002,Received,209,430.54
PO06974,2025-04-26,S03,SUP002,Received,207,426.42
PO06975,2025-05-09,S03,SUP002,Received,216,444.96
PO06976,2025-05-23,S03,SUP003,Received,217,442.68
PO06977,2025-06-04,S03,SUP002,Received,210,432.6
PO06978,2025-06-17,S03,SUP003,Received,212,432.48
PO06979,2025-06-30,S03,SUP002,Received,206,424.36
PO06980,2025-07-14,S03,SUP002,Received,208,428.48
PO06981,2025-07-31,S03,SUP003,Received,204,416.16
PO06982,2025-08-14,S03,SUP002,Received,206,424.36
PO06983,2025-08-31,S03,SUP003,Received,204,416.16
PO06984,2025-09-16,S03,SUP003,Received,204,416.16
PO06985,2025-10-04,S03,SUP003,Received,214,436.56
PO06986,2025-10-18,S03,SUP003,Received,209,426.36
PO06987,2025-11-03,S03,SUP003,Received,208,424.32
PO06988,2025-11-18,S03,SUP003,Received,218,444.72
PO06989,2025-12-03,S03,SUP002,Received,207,426.42
PO06990,2025-12-16,S03,SUP003,Received,204,416.16
PO06991,2025-12-30,S03,SUP002,Received,206,424.36
PO06992,2025-01-19,S03,SUP007,Received,128,2384.64
PO06993,2025-02-15,S03,SUP001,Received,126,3087.0
PO06994,2025-03-10,S03,SUP007,Received,126,2347.38
PO06995,2025-04-02,S03,SUP007,Received,127,2366.01
PO06996,2025-04-26,S03,SUP007,Received,129,2403.27
PO06997,2025-05-21,S03,SUP001,Received,128,3136.0
PO06998,2025-06-15,S03,SUP001,Received,126,3087.0
PO06999,2025-07-12,S03,SUP001,Received,128,3136.0
PO07000,2025-08-11,S03,SUP001,Received,129,3160.5
PO07001,2025-09-14,S03,SUP001,Received,126,3087.0
PO07002,2025-10-16,S03,SUP007,Received,128,2384.64
PO07003,2025-11-15,S03,SUP001,Received,126,3087.0
PO07004,2025-12-15,S03,SUP001,Received,126,3087.0
PO07005,2025-01-01,S03,SUP003,Received,94,866.68
PO07006,2025-01-05,S03,SUP001,Received,101,965.56
PO07007,2025-01-09,S03,SUP003,Received,97,894.34
PO07008,2025-01-13,S03,SUP001,Received,87,831.72
PO07009,2025-01-16,S03,SUP001,Received,91,869.96
PO07010,2025-01-19,S03,SUP006,Received,84,701.4
PO07011,2025-01-23,S03,SUP003,Received,87,802.14
PO07012,2025-01-27,S03,SUP003,Received,88,811.36
PO07013,2025-01-31,S03,SUP006,Received,83,693.05
PO07014,2025-02-04,S03,SUP001,Received,95,908.2
PO07015,2025-02-08,S03,SUP001,Received,112,1070.72
PO07016,2025-02-12,S03,SUP003,Received,100,922.0
PO07017,2025-02-16,S03,SUP003,Received,98,903.56
PO07018,2025-02-20,S03,SUP006,Received,96,801.6
PO07019,2025-02-24,S03,SUP001,Received,109,1042.04
PO07020,2025-02-28,S03,SUP003,Received,101,931.22
PO07021,2025-03-03,S03,SUP003,Received,87,802.14
PO07022,2025-03-06,S03,SUP006,Received,91,759.85
PO07023,2025-03-09,S03,SUP003,Received,104,958.88
PO07024,2025-03-14,S03,SUP006,Received,104,868.4
PO07025,2025-03-17,S03,SUP001,Received,102,975.12
PO07026,2025-03-21,S03,SUP006,Received,93,776.55
PO07027,2025-03-24,S03,SUP001,Received,81,774.36
PO07028,2025-03-28,S03,SUP003,Received,84,774.48
PO07029,2025-03-31,S03,SUP003,Received,89,820.58
PO07030,2025-04-03,S03,SUP003,Received,82,756.04
PO07031,2025-04-06,S03,SUP003,Received,86,792.92
PO07032,2025-04-10,S03,SUP001,Received,99,946.44
PO07033,2025-04-14,S03,SUP001,Received,89,850.84
PO07034,2025-04-17,S03,SUP001,Received,86,822.16
PO07035,2025-04-21,S03,SUP003,Received,94,866.68
PO07036,2025-04-24,S03,SUP003,Received,83,765.26
PO07037,2025-04-27,S03,SUP006,Received,86,718.1
PO07038,2025-05-01,S03,SUP001,Received,88,841.28
PO07039,2025-05-05,S03,SUP006,Received,98,818.3
PO07040,2025-05-09,S03,SUP003,Received,105,968.1
PO07041,2025-05-12,S03,SUP006,Received,95,793.25
PO07042,2025-05-15,S03,SUP001,Received,90,860.4
PO07043,2025-05-18,S03,SUP003,Received,87,802.14
PO07044,2025-05-22,S03,SUP001,Received,87,831.72
PO07045,2025-05-25,S03,SUP006,Received,85,709.75
PO07046,2025-05-30,S03,SUP001,Received,95,908.2
PO07047,2025-06-02,S03,SUP006,Received,84,701.4
PO07048,2025-06-05,S03,SUP001,Received,81,774.36
PO07049,2025-06-09,S03,SUP006,Received,92,768.2
PO07050,2025-06-12,S03,SUP006,Received,86,718.1
PO07051,2025-06-16,S03,SUP006,Received,100,835.0
PO07052,2025-06-19,S03,SUP001,Received,83,793.48
PO07053,2025-06-24,S03,SUP006,Received,99,826.65
PO07054,2025-06-29,S03,SUP001,Received,99,946.44
PO07055,2025-07-04,S03,SUP001,Received,102,975.12
PO07056,2025-07-07,S03,SUP001,Received,83,793.48
PO07057,2025-07-10,S03,SUP006,Received,85,709.75
PO07058,2025-07-15,S03,SUP006,Received,97,809.95
PO07059,2025-07-20,S03,SUP003,Received,107,986.54
PO07060,2025-07-25,S03,SUP003,Received,93,857.46
PO07061,2025-07-30,S03,SUP006,Received,100,835.0
PO07062,2025-08-04,S03,SUP003,Received,100,922.0
PO07063,2025-08-08,S03,SUP003,Received,91,839.02
PO07064,2025-08-12,S03,SUP003,Received,98,903.56
PO07065,2025-08-16,S03,SUP006,Received,87,726.45
PO07066,2025-08-20,S03,SUP001,Received,102,975.12
PO07067,2025-08-24,S03,SUP003,Received,83,765.26
PO07068,2025-08-29,S03,SUP001,Received,97,927.32
PO07069,2025-09-02,S03,SUP003,Received,88,811.36
PO07070,2025-09-06,S03,SUP001,Received,91,869.96
PO07071,2025-09-11,S03,SUP003,Received,101,931.22
PO07072,2025-09-15,S03,SUP003,Received,82,756.04
PO07073,2025-09-19,S03,SUP003,Received,82,756.04
PO07074,2025-09-23,S03,SUP001,Received,88,841.28
PO07075,2025-09-27,S03,SUP006,Received,95,793.25
PO07076,2025-10-01,S03,SUP006,Received,88,734.8
PO07077,2025-10-05,S03,SUP003,Received,88,811.36
PO07078,2025-10-10,S03,SUP003,Received,89,820.58
PO07079,2025-10-14,S03,SUP006,Received,97,809.95
PO07080,2025-10-19,S03,SUP003,Received,105,968.1
PO07081,2025-10-24,S03,SUP003,Received,96,885.12
PO07082,2025-10-30,S03,SUP001,Received,104,994.24
PO07083,2025-11-04,S03,SUP001,Received,92,879.52
PO07084,2025-11-08,S03,SUP001,Received,90,860.4
PO07085,2025-11-12,S03,SUP003,Received,88,811.36
PO07086,2025-11-16,S03,SUP001,Received,88,841.28
PO07087,2025-11-21,S03,SUP006,Received,90,751.5
PO07088,2025-11-25,S03,SUP003,Received,84,774.48
PO07089,2025-11-30,S03,SUP006,Received,98,818.3
PO07090,2025-12-04,S03,SUP006,Received,83,693.05
PO07091,2025-12-08,S03,SUP003,Received,86,792.92
PO07092,2025-12-12,S03,SUP001,Received,83,793.48
PO07093,2025-12-16,S03,SUP001,Received,92,879.52
PO07094,2025-12-20,S03,SUP001,Received,96,917.76
PO07095,2025-12-24,S03,SUP001,Received,98,936.88
PO07096,2025-12-28,S03,SUP003,Received,99,912.78
PO07097,2025-12-31,S03,SUP001,Received,84,803.04
PO07098,2025-01-11,S03,SUP001,Received,232,2774.72
PO07099,2025-02-04,S03,SUP001,Received,230,2750.8
PO07100,2025-03-01,S03,SUP001,Received,226,2702.96
PO07101,2025-03-25,S03,SUP001,Received,223,2667.08
PO07102,2025-04-16,S03,SUP001,Received,229,2738.84
PO07103,2025-05-10,S03,SUP001,Received,235,2810.6
PO07104,2025-06-01,S03,SUP001,Received,223,2667.08
PO07105,2025-06-25,S03,SUP001,Received,235,2810.6
PO07106,2025-07-21,S03,SUP001,Received,227,2714.92
PO07107,2025-08-17,S03,SUP001,Received,226,2702.96
PO07108,2025-09-17,S03,SUP001,Received,225,2691.0
PO07109,2025-10-17,S03,SUP001,Received,228,2726.88
PO07110,2025-11-17,S03,SUP001,Received,229,2738.84
PO07111,2025-12-15,S03,SUP001,Received,229,2738.84
PO07112,2025-01-23,S03,SUP009,Received,287,6093.01
PO07113,2025-02-17,S03,SUP009,Received,280,5944.4
PO07114,2025-03-15,S03,SUP008,Received,284,5927.08
PO07115,2025-04-06,S03,SUP007,Received,283,5017.59
PO07116,2025-04-30,S03,SUP008,Received,281,5864.47
PO07117,2025-05-27,S03,SUP009,Received,285,6050.55
PO07118,2025-06-22,S03,SUP007,Received,281,4982.13
PO07119,2025-07-22,S03,SUP007,Received,288,5106.24
PO07120,2025-08-18,S03,SUP008,Received,290,6052.3
PO07121,2025-09-18,S03,SUP008,Received,282,5885.34
PO07122,2025-10-21,S03,SUP008,Received,287,5989.69
PO07123,2025-11-20,S03,SUP009,Received,284,6029.32
PO07124,2025-12-20,S03,SUP009,Received,282,5986.86
PO07125,2025-01-13,S03,SUP006,Received,174,2855.34
PO07126,2025-01-31,S03,SUP006,Received,175,2871.75
PO07127,2025-02-17,S03,SUP006,Received,174,2855.34
PO07128,2025-03-07,S03,SUP006,Received,173,2838.93
PO07129,2025-03-24,S03,SUP006,Received,175,2871.75
PO07130,2025-04-09,S03,SUP003,Received,176,2909.28
PO07131,2025-04-25,S03,SUP003,Received,176,2909.28
PO07132,2025-05-11,S03,SUP006,Received,176,2888.16
PO07133,2025-05-29,S03,SUP003,Received,176,2909.28
PO07134,2025-06-15,S03,SUP003,Received,171,2826.63
PO07135,2025-07-04,S03,SUP006,Received,176,2888.16
PO07136,2025-07-24,S03,SUP006,Received,176,2888.16
PO07137,2025-08-13,S03,SUP006,Received,171,2806.11
PO07138,2025-09-04,S03,SUP006,Received,176,2888.16
PO07139,2025-09-25,S03,SUP006,Received,173,2838.93
PO07140,2025-10-15,S03,SUP003,Received,175,2892.75
PO07141,2025-11-08,S03,SUP003,Received,176,2909.28
PO07142,2025-11-26,S03,SUP006,Received,173,2838.93
PO07143,2025-12-15,S03,SUP006,Received,176,2888.16
PO07144,2025-01-07,S03,SUP007,Received,138,1720.86
PO07145,2025-01-18,S03,SUP007,Received,143,1783.21
PO07146,2025-01-30,S03,SUP007,Received,142,1770.74
PO07147,2025-02-09,S03,SUP007,Received,136,1695.92
PO07148,2025-02-19,S03,SUP007,Received,140,1745.8
PO07149,2025-03-02,S03,SUP007,Received,139,1733.33
PO07150,2025-03-13,S03,SUP007,Received,132,1646.04
PO07151,2025-03-23,S03,SUP007,Received,143,1783.21
PO07152,2025-04-01,S03,SUP007,Received,146,1820.62
PO07153,2025-04-10,S03,SUP007,Received,135,1683.45
PO07154,2025-04-21,S03,SUP007,Received,145,1808.15
PO07155,2025-05-03,S03,SUP007,Received,137,1708.39
PO07156,2025-05-14,S03,SUP007,Received,141,1758.27
PO07157,2025-05-25,S03,SUP007,Received,147,1833.09
PO07158,2025-06-05,S03,SUP007,Received,138,1720.86
PO07159,2025-06-15,S03,SUP007,Received,140,1745.8
PO07160,2025-06-25,S03,SUP007,Received,136,1695.92
PO07161,2025-07-07,S03,SUP007,Received,144,1795.68
PO07162,2025-07-19,S03,SUP007,Received,146,1820.62
PO07163,2025-07-30,S03,SUP007,Received,140,1745.8
PO07164,2025-08-09,S03,SUP007,Received,132,1646.04
PO07165,2025-08-21,S03,SUP007,Received,137,1708.39
PO07166,2025-09-04,S03,SUP007,Received,133,1658.51
PO07167,2025-09-17,S03,SUP007,Received,132,1646.04
PO07168,2025-10-01,S03,SUP007,Received,138,1720.86
PO07169,2025-10-16,S03,SUP007,Received,141,1758.27
PO07170,2025-10-29,S03,SUP007,Received,136,1695.92
PO07171,2025-11-10,S03,SUP007,Received,139,1733.33
PO07172,2025-11-22,S03,SUP007,Received,137,1708.39
PO07173,2025-12-05,S03,SUP007,Received,140,1745.8
PO07174,2025-12-18,S03,SUP007,Received,139,1733.33
PO07175,2025-12-28,S03,SUP007,Received,132,1646.04
PO07176,2025-01-08,S03,SUP010,Received,346,6670.88
PO07177,2025-01-19,S03,SUP010,Received,346,6670.88
PO07178,2025-01-31,S03,SUP002,Received,346,5940.82
PO07179,2025-02-08,S03,SUP010,Received,346,6670.88
PO07180,2025-02-17,S03,SUP010,Received,343,6613.04
PO07181,2025-02-28,S03,SUP010,Received,346,6670.88
PO07182,2025-03-11,S03,SUP010,Received,346,6670.88
PO07183,2025-03-23,S03,SUP010,Received,346,6670.88
PO07184,2025-04-02,S03,SUP002,Received,346,5940.82
PO07185,2025-04-13,S03,SUP010,Received,346,6670.88
PO07186,2025-04-24,S03,SUP010,Received,346,6670.88
PO07187,2025-05-04,S03,SUP010,Received,340,6555.2
PO07188,2025-05-15,S03,SUP002,Received,346,5940.82
PO07189,2025-05-25,S03,SUP002,Received,339,5820.63
PO07190,2025-06-06,S03,SUP010,Received,336,6478.08
PO07191,2025-06-17,S03,SUP010,Received,343,6613.04
PO07192,2025-06-29,S03,SUP002,Received,341,5854.97
PO07193,2025-07-11,S03,SUP010,Received,345,6651.6
PO07194,2025-07-24,S03,SUP002,Received,346,5940.82
PO07195,2025-08-06,S03,SUP002,Received,346,5940.82
PO07196,2025-08-20,S03,SUP010,Received,346,6670.88
PO07197,2025-09-03,S03,SUP002,Received,344,5906.48
PO07198,2025-09-17,S03,SUP002,Received,346,5940.82
PO07199,2025-09-30,S03,SUP002,Received,336,5769.12
PO07200,2025-10-13,S03,SUP010,Received,346,6670.88
PO07201,2025-10-27,S03,SUP002,Received,346,5940.82
PO07202,2025-11-10,S03,SUP010,Received,346,6670.88
PO07203,2025-11-23,S03,SUP002,Received,346,5940.82
PO07204,2025-12-06,S03,SUP010,Received,346,6670.88
PO07205,2025-12-19,S03,SUP002,Received,346,5940.82
PO07206,2025-12-31,S03,SUP002,Received,346,5940.82
PO07207,2025-03-02,S03,SUP006,Received,398,2204.92
PO07208,2025-05-15,S03,SUP006,Received,395,2188.3
PO07209,2025-08-03,S03,SUP006,Received,395,2188.3
PO07210,2025-11-11,S03,SUP006,Received,395,2188.3
PO07211,2025-01-12,S03,SUP002,Received,484,6897.0
PO07212,2025-02-03,S03,SUP002,Received,484,6897.0
PO07213,2025-02-25,S03,SUP002,Received,484,6897.0
PO07214,2025-03-17,S03,SUP002,Received,484,6897.0
PO07215,2025-04-06,S03,SUP002,Received,484,6897.0
PO07216,2025-04-26,S03,SUP002,Received,484,6897.0
PO07217,2025-05-16,S03,SUP002,Received,484,6897.0
PO07218,2025-06-06,S03,SUP002,Received,484,6897.0
