date,store_id,product_id,opening_stock,units_sold,received_qty,closing_stock,available_stock,stockout_flag
2025-12-21,S02,P0131,66,21,0,45,45,0
2025-12-22,S02,P0131,45,16,93,122,122,0
2025-12-23,S02,P0131,122,19,0,103,103,0
2025-12-24,S02,P0131,103,18,0,85,85,0
2025-12-25,S02,P0131,85,12,0,73,73,0
2025-12-26,S02,P0131,73,15,0,58,58,0
2025-12-27,S02,P0131,58,22,0,36,36,0
2025-12-28,S02,P0131,36,23,144,157,157,0
2025-12-29,S02,P0131,157,12,0,145,145,0
2025-12-30,S02,P0131,145,19,0,126,126,0
2025-12-31,S02,P0131,126,15,0,111,111,0
2025-01-01,S02,P0132,169,21,0,148,148,0
2025-01-02,S02,P0132,148,26,0,122,122,0
2025-01-03,S02,P0132,122,24,0,98,98,0
2025-01-04,S02,P0132,98,30,0,68,68,0
2025-01-05,S02,P0132,68,30,0,38,38,0
2025-01-06,S02,P0132,38,23,48,63,63,0
2025-01-07,S02,P0132,63,18,0,45,45,0
2025-01-08,S02,P0132,45,24,0,21,21,0
2025-01-09,S02,P0132,21,26,129,124,124,0
2025-01-10,S02,P0132,124,26,0,98,98,0
2025-01-11,S02,P0132,98,22,0,76,76,0
2025-01-12,S02,P0132,76,25,0,51,51,0
2025-01-13,S02,P0132,51,25,0,26,26,0
2025-01-14,S02,P0132,26,20,43,49,49,0
2025-01-15,S02,P0132,49,20,0,29,29,0
2025-01-16,S02,P0132,29,23,130,136,136,0
2025-01-17,S02,P0132,136,18,0,118,118,0
2025-01-18,S02,P0132,118,34,0,84,84,0
2025-01-19,S02,P0132,84,25,0,59,59,0
2025-01-20,S02,P0132,59,29,0,30,30,0
2025-01-21,S02,P0132,30,19,70,81,81,0
2025-01-22,S02,P0132,81,18,0,63,63,0
2025-01-23,S02,P0132,63,28,0,35,35,0
2025-01-24,S02,P0132,35,26,150,159,159,0
2025-01-25,S02,P0132,159,29,0,130,130,0
2025-01-26,S02,P0132,130,25,0,105,105,0
2025-01-27,S02,P0132,105,20,0,85,85,0
2025-01-28,S02,P0132,85,25,0,60,60,0
2025-01-29,S02,P0132,60,27,0,33,33,0
2025-01-30,S02,P0132,33,20,159,172,172,0
2025-01-31,S02,P0132,172,26,0,146,146,0
2025-02-01,S02,P0132,146,28,0,118,118,0
2025-02-02,S02,P0132,118,31,0,87,87,0
2025-02-03,S02,P0132,87,23,0,64,64,0
2025-02-04,S02,P0132,64,24,0,40,40,0
2025-02-05,S02,P0132,40,18,177,199,199,0
2025-02-06,S02,P0132,199,20,0,179,179,0
2025-02-07,S02,P0132,179,24,0,155,155,0
2025-02-08,S02,P0132,155,34,0,121,121,0
2025-02-09,S02,P0132,121,28,0,93,93,0
2025-02-10,S02,P0132,93,28,0,65,65,0
2025-02-11,S02,P0132,65,23,0,42,42,0
2025-02-12,S02,P0132,42,28,0,14,14,0
2025-02-13,S02,P0132,14,19,103,98,98,0
2025-02-14,S02,P0132,98,20,0,78,78,0
2025-02-15,S02,P0132,78,28,0,50,50,0
2025-02-16,S02,P0132,50,34,0,16,16,0
2025-02-17,S02,P0132,16,24,83,75,75,0
2025-02-18,S02,P0132,75,26,0,49,49,0
2025-02-19,S02,P0132,49,18,0,31,31,0
2025-02-20,S02,P0132,31,24,82,89,89,0
2025-02-21,S02,P0132,89,25,0,64,64,0
2025-02-22,S02,P0132,64,35,0,29,29,0
2025-02-23,S02,P0132,29,31,46,44,44,0
2025-02-24,S02,P0132,44,28,0,16,16,0
2025-02-25,S02,P0132,16,26,44,34,34,0
2025-02-26,S02,P0132,34,22,42,54,54,0
2025-02-27,S02,P0132,54,28,0,26,26,0
2025-02-28,S02,P0132,26,23,162,165,165,0
2025-03-01,S02,P0132,165,27,0,138,138,0
2025-03-02,S02,P0132,138,29,0,109,109,0
2025-03-03,S02,P0132,109,26,0,83,83,0
2025-03-04,S02,P0132,83,26,0,57,57,0
2025-03-05,S02,P0132,57,23,0,34,34,0
2025-03-06,S02,P0132,34,20,183,197,197,0
2025-03-07,S02,P0132,197,18,0,179,179,0
2025-03-08,S02,P0132,179,28,0,151,151,0
2025-03-09,S02,P0132,151,26,0,125,125,0
2025-03-10,S02,P0132,125,27,0,98,98,0
2025-03-11,S02,P0132,98,29,0,69,69,0
2025-03-12,S02,P0132,69,18,0,51,51,0
2025-03-13,S02,P0132,51,22,0,29,29,0
2025-03-14,S02,P0132,29,26,48,51,51,0
2025-03-15,S02,P0132,51,31,0,20,20,0
2025-03-16,S02,P0132,20,36,97,81,81,0
2025-03-17,S02,P0132,81,25,0,56,56,0
2025-03-18,S02,P0132,56,28,0,28,28,0
2025-03-19,S02,P0132,28,23,75,80,80,0
2025-03-20,S02,P0132,80,23,0,57,57,0
2025-03-21,S02,P0132,57,27,0,30,30,0
2025-03-22,S02,P0132,30,36,51,45,45,0
2025-03-23,S02,P0132,45,24,0,21,21,0
2025-03-24,S02,P0132,21,19,113,115,115,0
2025-03-25,S02,P0132,115,21,0,94,94,0
2025-03-26,S02,P0132,94,18,0,76,76,0
2025-03-27,S02,P0132,76,21,0,55,55,0
2025-03-28,S02,P0132,55,21,0,34,34,0
2025-03-29,S02,P0132,34,25,172,181,181,0
2025-03-30,S02,P0132,181,27,0,154,154,0
2025-03-31,S02,P0132,154,20,0,134,134,0
2025-04-01,S02,P0132,134,28,0,106,106,0
2025-04-02,S02,P0132,106,20,0,86,86,0
2025-04-03,S02,P0132,86,18,0,68,68,0
2025-04-04,S02,P0132,68,22,0,46,46,0
2025-04-05,S02,P0132,46,26,0,20,20,0
2025-04-06,S02,P0132,20,24,104,100,100,0
2025-04-07,S02,P0132,100,26,0,74,74,0
2025-04-08,S02,P0132,74,28,0,46,46,0
2025-04-09,S02,P0132,46,20,0,26,26,0
2025-04-10,S02,P0132,26,27,66,65,65,0
2025-04-11,S02,P0132,65,26,0,39,39,0
2025-04-12,S02,P0132,39,25,102,116,116,0
2025-04-13,S02,P0132,116,25,0,91,91,0
2025-04-14,S02,P0132,91,26,0,65,65,0
2025-04-15,S02,P0132,65,22,0,43,43,0
2025-04-16,S02,P0132,43,22,0,21,21,0
2025-04-17,S02,P0132,21,29,97,89,89,0
2025-04-18,S02,P0132,89,18,0,71,71,0
2025-04-19,S02,P0132,71,31,0,40,40,0
2025-04-20,S02,P0132,40,31,54,63,63,0
2025-04-21,S02,P0132,63,25,0,38,38,0
2025-04-22,S02,P0132,38,18,115,135,135,0
2025-04-23,S02,P0132,135,25,0,110,110,0
2025-04-24,S02,P0132,110,18,0,92,92,0
2025-04-25,S02,P0132,92,27,0,65,65,0
2025-04-26,S02,P0132,65,24,0,41,41,0
2025-04-27,S02,P0132,41,22,90,109,109,0
2025-04-28,S02,P0132,109,21,0,88,88,0
2025-04-29,S02,P0132,88,23,0,65,65,0
2025-04-30,S02,P0132,65,21,0,44,44,0
2025-05-01,S02,P0132,44,28,0,16,16,0
2025-05-02,S02,P0132,16,22,63,57,57,0
2025-05-03,S02,P0132,57,34,0,23,23,0
2025-05-04,S02,P0132,23,25,128,126,126,0
2025-05-05,S02,P0132,126,26,0,100,100,0
2025-05-06,S02,P0132,100,25,0,75,75,0
2025-05-07,S02,P0132,75,24,0,51,51,0
2025-05-08,S02,P0132,51,22,0,29,29,0
2025-05-09,S02,P0132,29,27,144,146,146,0
2025-05-10,S02,P0132,146,28,0,118,118,0
2025-05-11,S02,P0132,118,34,0,84,84,0
2025-05-12,S02,P0132,84,26,0,58,58,0
2025-05-13,S02,P0132,58,23,0,35,35,0
2025-05-14,S02,P0132,35,19,83,99,99,0
2025-05-15,S02,P0132,99,24,0,75,75,0
2025-05-16,S02,P0132,75,27,0,48,48,0
2025-05-17,S02,P0132,48,25,0,23,23,0
2025-05-18,S02,P0132,23,24,149,148,148,0
2025-05-19,S02,P0132,148,27,0,121,121,0
2025-05-20,S02,P0132,121,19,0,102,102,0
2025-05-21,S02,P0132,102,22,0,80,80,0
2025-05-22,S02,P0132,80,18,0,62,62,0
2025-05-23,S02,P0132,62,23,0,39,39,0
2025-05-24,S02,P0132,39,30,160,169,169,0
2025-05-25,S02,P0132,169,35,0,134,134,0
2025-05-26,S02,P0132,134,27,0,107,107,0
2025-05-27,S02,P0132,107,26,0,81,81,0
2025-05-28,S02,P0132,81,24,0,57,57,0
2025-05-29,S02,P0132,57,26,0,31,31,0
2025-05-30,S02,P0132,31,24,122,129,129,0
2025-05-31,S02,P0132,129,33,0,96,96,0
2025-06-01,S02,P0132,96,36,0,60,60,0
2025-06-02,S02,P0132,60,23,0,37,37,0
2025-06-03,S02,P0132,37,24,109,122,122,0
2025-06-04,S02,P0132,122,24,0,98,98,0
2025-06-05,S02,P0132,98,22,0,76,76,0
2025-06-06,S02,P0132,76,22,0,54,54,0
2025-06-07,S02,P0132,54,32,0,22,22,0
2025-06-08,S02,P0132,22,36,127,113,113,0
2025-06-09,S02,P0132,113,18,0,95,95,0
2025-06-10,S02,P0132,95,26,0,69,69,0
2025-06-11,S02,P0132,69,23,0,46,46,0
2025-06-12,S02,P0132,46,27,0,19,19,0
2025-06-13,S02,P0132,19,21,61,59,59,0
2025-06-14,S02,P0132,59,30,0,29,29,0
2025-06-15,S02,P0132,29,29,172,172,172,0
2025-06-16,S02,P0132,172,23,0,149,149,0
2025-06-17,S02,P0132,149,22,0,127,127,0
2025-06-18,S02,P0132,127,29,0,98,98,0
2025-06-19,S02,P0132,98,23,0,75,75,0
2025-06-20,S02,P0132,75,18,0,57,57,0
2025-06-21,S02,P0132,57,29,0,28,28,0
2025-06-22,S02,P0132,28,34,173,167,167,0
2025-06-23,S02,P0132,167,28,0,139,139,0
2025-06-24,S02,P0132,139,22,0,117,117,0
2025-06-25,S02,P0132,117,24,0,93,93,0
2025-06-26,S02,P0132,93,25,0,68,68,0
2025-06-27,S02,P0132,68,20,0,48,48,0
2025-06-28,S02,P0132,48,36,0,12,12,0
2025-06-29,S02,P0132,12,31,76,57,57,0
2025-06-30,S02,P0132,57,24,0,33,33,0
2025-07-01,S02,P0132,33,19,112,126,126,0
2025-07-02,S02,P0132,126,27,0,99,99,0
2025-07-03,S02,P0132,99,25,0,74,74,0
2025-07-04,S02,P0132,74,21,0,53,53,0
2025-07-05,S02,P0132,53,29,0,24,24,0
2025-07-06,S02,P0132,24,27,184,181,181,0
2025-07-07,S02,P0132,181,26,0,155,155,0
2025-07-08,S02,P0132,155,26,0,129,129,0
2025-07-09,S02,P0132,129,23,0,106,106,0
2025-07-10,S02,P0132,106,29,0,77,77,0
2025-07-11,S02,P0132,77,24,0,53,53,0
2025-07-12,S02,P0132,53,29,0,24,24,0
2025-07-13,S02,P0132,24,27,56,53,53,0
2025-07-14,S02,P0132,53,23,0,30,30,0
2025-07-15,S02,P0132,30,24,90,96,96,0
2025-07-16,S02,P0132,96,26,0,70,70,0
2025-07-17,S02,P0132,70,21,0,49,49,0
2025-07-18,S02,P0132,49,28,0,21,21,0
2025-07-19,S02,P0132,21,34,86,73,73,0
2025-07-20,S02,P0132,73,29,0,44,44,0
2025-07-21,S02,P0132,44,20,0,24,24,0
2025-07-22,S02,P0132,24,26,62,60,60,0
2025-07-23,S02,P0132,60,18,0,42,42,0
2025-07-24,S02,P0132,42,25,0,17,17,0
2025-07-25,S02,P0132,17,21,54,50,50,0
2025-07-26,S02,P0132,50,25,0,25,25,0
2025-07-27,S02,P0132,25,32,91,84,84,0
2025-07-28,S02,P0132,84,24,0,60,60,0
2025-07-29,S02,P0132,60,26,0,34,34,0
2025-07-30,S02,P0132,34,22,134,146,146,0
2025-07-31,S02,P0132,146,25,0,121,121,0
2025-08-01,S02,P0132,121,18,0,103,103,0
2025-08-02,S02,P0132,103,27,0,76,76,0
2025-08-03,S02,P0132,76,24,0,52,52,0
2025-08-04,S02,P0132,52,24,0,28,28,0
2025-08-05,S02,P0132,28,21,154,161,161,0
2025-08-06,S02,P0132,161,20,0,141,141,0
2025-08-07,S02,P0132,141,18,0,123,123,0
2025-08-08,S02,P0132,123,18,0,105,105,0
2025-08-09,S02,P0132,105,30,0,75,75,0
2025-08-10,S02,P0132,75,28,0,47,47,0
2025-08-11,S02,P0132,47,26,0,21,21,0
2025-08-12,S02,P0132,21,20,158,159,159,0
2025-08-13,S02,P0132,159,22,0,137,137,0
2025-08-14,S02,P0132,137,27,0,110,110,0
2025-08-15,S02,P0132,110,29,0,81,81,0
2025-08-16,S02,P0132,81,26,0,55,55,0
2025-08-17,S02,P0132,55,27,0,28,28,0
2025-08-18,S02,P0132,28,18,129,139,139,0
2025-08-19,S02,P0132,139,21,0,118,118,0
2025-08-20,S02,P0132,118,25,0,93,93,0
2025-08-21,S02,P0132,93,28,0,65,65,0
2025-08-22,S02,P0132,65,21,0,44,44,0
2025-08-23,S02,P0132,44,25,0,19,19,0
2025-08-24,S02,P0132,19,36,147,130,130,0
2025-08-25,S02,P0132,130,25,0,105,105,0
2025-08-26,S02,P0132,105,22,0,83,83,0
2025-08-27,S02,P0132,83,22,0,61,61,0
2025-08-28,S02,P0132,61,24,0,37,37,0
2025-08-29,S02,P0132,37,28,151,160,160,0
2025-08-30,S02,P0132,160,24,0,136,136,0
2025-08-31,S02,P0132,136,26,0,110,110,0
2025-09-01,S02,P0132,110,25,0,85,85,0
2025-09-02,S02,P0132,85,22,0,63,63,0
2025-09-03,S02,P0132,63,21,0,42,42,0
2025-09-04,S02,P0132,42,18,0,24,24,0
2025-09-05,S02,P0132,24,25,165,164,164,0
2025-09-06,S02,P0132,164,33,0,131,131,0
2025-09-07,S02,P0132,131,36,0,95,95,0
2025-09-08,S02,P0132,95,19,0,76,76,0
2025-09-09,S02,P0132,76,26,0,50,50,0
2025-09-10,S02,P0132,50,28,0,22,22,0
2025-09-11,S02,P0132,22,25,52,49,49,0
2025-09-12,S02,P0132,49,26,0,23,23,0
2025-09-13,S02,P0132,23,35,42,30,30,0
2025-09-14,S02,P0132,30,34,118,114,114,0
2025-09-15,S02,P0132,114,20,0,94,94,0
2025-09-16,S02,P0132,94,29,0,65,65,0
2025-09-17,S02,P0132,65,22,0,43,43,0
2025-09-18,S02,P0132,43,27,0,16,16,0
2025-09-19,S02,P0132,16,25,88,79,79,0
2025-09-20,S02,P0132,79,24,0,55,55,0
2025-09-21,S02,P0132,55,30,0,25,25,0
2025-09-22,S02,P0132,25,19,81,87,87,0
2025-09-23,S02,P0132,87,20,0,67,67,0
2025-09-24,S02,P0132,67,28,0,39,39,0
2025-09-25,S02,P0132,39,24,150,165,165,0
2025-09-26,S02,P0132,165,20,0,145,145,0
2025-09-27,S02,P0132,145,32,0,113,113,0
2025-09-28,S02,P0132,113,30,0,83,83,0
2025-09-29,S02,P0132,83,19,0,64,64,0
2025-09-30,S02,P0132,64,19,0,45,45,0
2025-10-01,S02,P0132,45,21,0,24,24,0
2025-10-02,S02,P0132,24,18,141,147,147,0
2025-10-03,S02,P0132,147,24,0,123,123,0
2025-10-04,S02,P0132,123,23,0,100,100,0
2025-10-05,S02,P0132,100,33,0,67,67,0
2025-10-06,S02,P0132,67,22,0,45,45,0
2025-10-07,S02,P0132,45,22,0,23,23,0
2025-10-08,S02,P0132,23,26,145,142,142,0
2025-10-09,S02,P0132,142,27,0,115,115,0
2025-10-10,S02,P0132,115,23,0,92,92,0
2025-10-11,S02,P0132,92,24,0,68,68,0
2025-10-12,S02,P0132,68,30,0,38,38,0
2025-10-13,S02,P0132,38,18,124,144,144,0
2025-10-14,S02,P0132,144,25,0,119,119,0
2025-10-15,S02,P0132,119,23,0,96,96,0
2025-10-16,S02,P0132,96,19,0,77,77,0
2025-10-17,S02,P0132,77,29,0,48,48,0
2025-10-18,S02,P0132,48,34,0,14,14,0
2025-10-19,S02,P0132,14,28,124,110,110,0
2025-10-20,S02,P0132,110,18,0,92,92,0
2025-10-21,S02,P0132,92,19,0,73,73,0
2025-10-22,S02,P0132,73,22,0,51,51,0
2025-10-23,S02,P0132,51,25,0,26,26,0
2025-10-24,S02,P0132,26,27,57,56,56,0
2025-10-25,S02,P0132,56,27,0,29,29,0
2025-10-26,S02,P0132,29,28,115,116,116,0
2025-10-27,S02,P0132,116,26,0,90,90,0
2025-10-28,S02,P0132,90,27,0,63,63,0
2025-10-29,S02,P0132,63,29,0,34,34,0
2025-10-30,S02,P0132,34,18,143,159,159,0
2025-10-31,S02,P0132,159,18,0,141,141,0
2025-11-01,S02,P0132,141,24,0,117,117,0
2025-11-02,S02,P0132,117,28,0,89,89,0
2025-11-03,S02,P0132,89,17,0,72,72,0
2025-11-04,S02,P0132,72,27,0,45,45,0
2025-11-05,S02,P0132,45,28,0,17,17,0
2025-11-06,S02,P0132,17,19,111,109,109,0
2025-11-07,S02,P0132,109,28,0,81,81,0
2025-11-08,S02,P0132,81,33,0,48,48,0
2025-11-09,S02,P0132,48,35,0,13,13,0
2025-11-10,S02,P0132,13,29,103,87,87,0
2025-11-11,S02,P0132,87,27,0,60,60,0
2025-11-12,S02,P0132,60,28,0,32,32,0
2025-11-13,S02,P0132,32,20,184,196,196,0
2025-11-14,S02,P0132,196,25,0,171,171,0
2025-11-15,S02,P0132,171,25,0,146,146,0
2025-11-16,S02,P0132,146,35,0,111,111,0
2025-11-17,S02,P0132,111,21,0,90,90,0
2025-11-18,S02,P0132,90,20,0,70,70,0
2025-11-19,S02,P0132,70,26,0,44,44,0
2025-11-20,S02,P0132,44,19,0,25,25,0
2025-11-21,S02,P0132,25,19,167,173,173,0
2025-11-22,S02,P0132,173,33,0,140,140,0
2025-11-23,S02,P0132,140,23,0,117,117,0
2025-11-24,S02,P0132,117,24,0,93,93,0
2025-11-25,S02,P0132,93,25,0,68,68,0
2025-11-26,S02,P0132,68,22,0,46,46,0
2025-11-27,S02,P0132,46,24,0,22,22,0
2025-11-28,S02,P0132,22,21,152,153,153,0
2025-11-29,S02,P0132,153,26,0,127,127,0
2025-11-30,S02,P0132,127,31,0,96,96,0
2025-12-01,S02,P0132,96,23,0,73,73,0
2025-12-02,S02,P0132,73,27,0,46,46,0
2025-12-03,S02,P0132,46,21,0,25,25,0
2025-12-04,S02,P0132,25,26,119,118,118,0
2025-12-05,S02,P0132,118,29,0,89,89,0
2025-12-06,S02,P0132,89,29,0,60,60,0
2025-12-07,S02,P0132,60,30,0,30,30,0
2025-12-08,S02,P0132,30,28,79,81,81,0
2025-12-09,S02,P0132,81,17,0,64,64,0
2025-12-10,S02,P0132,64,21,0,43,43,0
2025-12-11,S02,P0132,43,28,0,15,15,0
2025-12-12,S02,P0132,15,21,117,111,111,0
2025-12-13,S02,P0132,111,26,0,85,85,0
2025-12-14,S02,P0132,85,28,0,57,57,0
2025-12-15,S02,P0132,57,22,0,35,35,0
2025-12-16,S02,P0132,35,21,151,165,165,0
2025-12-17,S02,P0132,165,22,0,143,143,0
2025-12-18,S02,P0132,143,18,0,125,125,0
2025-12-19,S02,P0132,125,20,0,105,105,0
2025-12-20,S02,P0132,105,25,0,80,80,0
2025-12-21,S02,P0132,80,25,0,55,55,0
2025-12-22,S02,P0132,55,26,0,29,29,0
2025-12-23,S02,P0132,29,27,85,87,87,0
2025-12-24,S02,P0132,87,24,0,63,63,0
2025-12-25,S02,P0132,63,19,0,44,44,0
2025-12-26,S02,P0132,44,26,0,18,18,0
2025-12-27,S02,P0132,18,22,181,177,177,0
2025-12-28,S02,P0132,177,24,0,153,153,0
2025-12-29,S02,P0132,153,19,0,134,134,0
2025-12-30,S02,P0132,134,27,0,107,107,0
2025-12-31,S02,P0132,107,21,0,86,86,0
2025-01-01,S02,P0133,60,14,0,46,46,0
2025-01-02,S02,P0133,46,12,0,34,34,0
2025-01-03,S02,P0133,34,13,0,21,21,0
2025-01-04,S02,P0133,21,14,101,108,108,0
2025-01-05,S02,P0133,108,12,0,96,96,0
2025-01-06,S02,P0133,96,12,0,84,84,0
2025-01-07,S02,P0133,84,13,0,71,71,0
2025-01-08,S02,P0133,71,15,0,56,56,0
2025-01-09,S02,P0133,56,15,0,41,41,0
2025-01-10,S02,P0133,41,10,0,31,31,0
2025-01-11,S02,P0133,31,15,0,16,16,0
2025-01-12,S02,P0133,16,16,149,149,149,0
2025-01-13,S02,P0133,149,9,0,140,140,0
2025-01-14,S02,P0133,140,9,0,131,131,0
2025-01-15,S02,P0133,131,14,0,117,117,0
2025-01-16,S02,P0133,117,13,0,104,104,0
2025-01-17,S02,P0133,104,11,0,93,93,0
2025-01-18,S02,P0133,93,14,0,79,79,0
2025-01-19,S02,P0133,79,12,0,67,67,0
2025-01-20,S02,P0133,67,11,0,56,56,0
2025-01-21,S02,P0133,56,14,0,42,42,0
2025-01-22,S02,P0133,42,9,0,33,33,0
2025-01-23,S02,P0133,33,10,0,23,23,0
2025-01-24,S02,P0133,23,14,173,182,182,0
2025-01-25,S02,P0133,182,16,0,166,166,0
2025-01-26,S02,P0133,166,14,0,152,152,0
2025-01-27,S02,P0133,152,15,0,137,137,0
2025-01-28,S02,P0133,137,13,0,124,124,0
2025-01-29,S02,P0133,124,12,0,112,112,0
2025-01-30,S02,P0133,112,11,0,101,101,0
2025-01-31,S02,P0133,101,12,0,89,89,0
2025-02-01,S02,P0133,89,14,0,75,75,0
2025-02-02,S02,P0133,75,18,0,57,57,0
2025-02-03,S02,P0133,57,14,0,43,43,0
2025-02-04,S02,P0133,43,9,0,34,34,0
2025-02-05,S02,P0133,34,10,0,24,24,0
2025-02-06,S02,P0133,24,13,133,144,144,0
2025-02-07,S02,P0133,144,14,0,130,130,0
2025-02-08,S02,P0133,130,17,0,113,113,0
2025-02-09,S02,P0133,113,16,0,97,97,0
2025-02-10,S02,P0133,97,13,0,84,84,0
2025-02-11,S02,P0133,84,13,0,71,71,0
2025-02-12,S02,P0133,71,14,0,57,57,0
2025-02-13,S02,P0133,57,12,0,45,45,0
2025-02-14,S02,P0133,45,12,0,33,33,0
2025-02-15,S02,P0133,33,18,0,15,15,0
2025-02-16,S02,P0133,15,15,70,70,70,0
2025-02-17,S02,P0133,70,12,0,58,58,0
2025-02-18,S02,P0133,58,14,0,44,44,0
2025-02-19,S02,P0133,44,12,0,32,32,0
2025-02-20,S02,P0133,32,10,0,22,22,0
2025-02-21,S02,P0133,22,13,162,171,171,0
2025-02-22,S02,P0133,171,18,0,153,153,0
2025-02-23,S02,P0133,153,16,0,137,137,0
2025-02-24,S02,P0133,137,11,0,126,126,0
2025-02-25,S02,P0133,126,14,0,112,112,0
2025-02-26,S02,P0133,112,9,0,103,103,0
2025-02-27,S02,P0133,103,14,0,89,89,0
2025-02-28,S02,P0133,89,10,0,79,79,0
2025-03-01,S02,P0133,79,18,0,61,61,0
2025-03-02,S02,P0133,61,18,0,43,43,0
2025-03-03,S02,P0133,43,12,0,31,31,0
2025-03-04,S02,P0133,31,11,0,20,20,0
2025-03-05,S02,P0133,20,14,100,106,106,0
2025-03-06,S02,P0133,106,12,0,94,94,0
2025-03-07,S02,P0133,94,13,0,81,81,0
2025-03-08,S02,P0133,81,17,0,64,64,0
2025-03-09,S02,P0133,64,14,0,50,50,0
2025-03-10,S02,P0133,50,14,0,36,36,0
2025-03-11,S02,P0133,36,10,0,26,26,0
2025-03-12,S02,P0133,26,12,123,137,137,0
2025-03-13,S02,P0133,137,12,0,125,125,0
2025-03-14,S02,P0133,125,11,0,114,114,0
2025-03-15,S02,P0133,114,12,0,102,102,0
2025-03-16,S02,P0133,102,12,0,90,90,0
2025-03-17,S02,P0133,90,11,0,79,79,0
2025-03-18,S02,P0133,79,11,0,68,68,0
2025-03-19,S02,P0133,68,14,0,54,54,0
2025-03-20,S02,P0133,54,12,0,42,42,0
2025-03-21,S02,P0133,42,14,0,28,28,0
2025-03-22,S02,P0133,28,14,0,14,14,0
2025-03-23,S02,P0133,14,12,85,87,87,0
2025-03-24,S02,P0133,87,15,0,72,72,0
2025-03-25,S02,P0133,72,10,0,62,62,0
2025-03-26,S02,P0133,62,13,0,49,49,0
2025-03-27,S02,P0133,49,14,0,35,35,0
2025-03-28,S02,P0133,35,11,0,24,24,0
2025-03-29,S02,P0133,24,15,108,117,117,0
2025-03-30,S02,P0133,117,13,0,104,104,0
2025-03-31,S02,P0133,104,12,0,92,92,0
2025-04-01,S02,P0133,92,13,0,79,79,0
2025-04-02,S02,P0133,79,14,0,65,65,0
2025-04-03,S02,P0133,65,11,0,54,54,0
2025-04-04,S02,P0133,54,14,0,40,40,0
2025-04-05,S02,P0133,40,17,0,23,23,0
2025-04-06,S02,P0133,23,14,159,168,168,0
2025-04-07,S02,P0133,168,14,0,154,154,0
2025-04-08,S02,P0133,154,15,0,139,139,0
2025-04-09,S02,P0133,139,10,0,129,129,0
2025-04-10,S02,P0133,129,15,0,114,114,0
2025-04-11,S02,P0133,114,11,0,103,103,0
2025-04-12,S02,P0133,103,13,0,90,90,0
2025-04-13,S02,P0133,90,16,0,74,74,0
2025-04-14,S02,P0133,74,14,0,60,60,0
2025-04-15,S02,P0133,60,14,0,46,46,0
2025-04-16,S02,P0133,46,11,0,35,35,0
2025-04-17,S02,P0133,35,14,0,21,21,0
2025-04-18,S02,P0133,21,10,107,118,118,0
2025-04-19,S02,P0133,118,12,0,106,106,0
2025-04-20,S02,P0133,106,14,0,92,92,0
2025-04-21,S02,P0133,92,11,0,81,81,0
2025-04-22,S02,P0133,81,10,0,71,71,0
2025-04-23,S02,P0133,71,11,0,60,60,0
2025-04-24,S02,P0133,60,14,0,46,46,0
2025-04-25,S02,P0133,46,14,0,32,32,0
2025-04-26,S02,P0133,32,16,0,16,16,0
2025-04-27,S02,P0133,16,15,47,48,48,0
2025-04-28,S02,P0133,48,14,0,34,34,0
2025-04-29,S02,P0133,34,15,0,19,19,0
2025-04-30,S02,P0133,19,15,110,114,114,0
2025-05-01,S02,P0133,114,14,0,100,100,0
2025-05-02,S02,P0133,100,10,0,90,90,0
2025-05-03,S02,P0133,90,17,0,73,73,0
2025-05-04,S02,P0133,73,15,0,58,58,0
2025-05-05,S02,P0133,58,14,0,44,44,0
2025-05-06,S02,P0133,44,10,0,34,34,0
2025-05-07,S02,P0133,34,14,0,20,20,0
2025-05-08,S02,P0133,20,13,78,85,85,0
2025-05-09,S02,P0133,85,11,0,74,74,0
2025-05-10,S02,P0133,74,12,0,62,62,0
2025-05-11,S02,P0133,62,17,0,45,45,0
2025-05-12,S02,P0133,45,14,0,31,31,0
2025-05-13,S02,P0133,31,10,0,21,21,0
2025-05-14,S02,P0133,21,11,160,170,170,0
2025-05-15,S02,P0133,170,14,0,156,156,0
2025-05-16,S02,P0133,156,12,0,144,144,0
2025-05-17,S02,P0133,144,13,0,131,131,0
2025-05-18,S02,P0133,131,19,0,112,112,0
2025-05-19,S02,P0133,112,15,0,97,97,0
2025-05-20,S02,P0133,97,9,0,88,88,0
2025-05-21,S02,P0133,88,14,0,74,74,0
2025-05-22,S02,P0133,74,11,0,63,63,0
2025-05-23,S02,P0133,63,11,0,52,52,0
2025-05-24,S02,P0133,52,15,0,37,37,0
2025-05-25,S02,P0133,37,12,0,25,25,0
2025-05-26,S02,P0133,25,12,33,46,46,0
2025-05-27,S02,P0133,46,15,0,31,31,0
2025-05-28,S02,P0133,31,12,0,19,19,0
2025-05-29,S02,P0133,19,9,61,71,71,0
2025-05-30,S02,P0133,71,15,0,56,56,0
2025-05-31,S02,P0133,56,17,0,39,39,0
2025-06-01,S02,P0133,39,14,0,25,25,0
2025-06-02,S02,P0133,25,15,71,81,81,0
2025-06-03,S02,P0133,81,11,0,70,70,0
2025-06-04,S02,P0133,70,15,0,55,55,0
2025-06-05,S02,P0133,55,10,0,45,45,0
2025-06-06,S02,P0133,45,15,0,30,30,0
2025-06-07,S02,P0133,30,18,0,12,12,0
2025-06-08,S02,P0133,12,14,160,158,158,0
2025-06-09,S02,P0133,158,11,0,147,147,0
